word,type,note,url,sefaria_ref
συγκλητικός,Greek,"Greek singular σύγκλητος (βουλή) “summoned (council, senate)”, also συγκλητικός “of senatorial rank”, with Aramaic plural ending. Seder Olam",https://chavrutai.com/yerushalmi/Berakhot/9#2-12,Jerusalem_Talmud_Berakhot.9.2.12
singular,Greek,"Greek singular σύγκλητος (βουλή) “summoned (council, senate)”, also συγκλητικός “of senatorial rank”, with Aramaic plural ending. Seder Olam",https://chavrutai.com/yerushalmi/Berakhot/9#2-12,Jerusalem_Talmud_Berakhot.9.2.12
χάραξ,Greek,Greek χάραξ “palisade”. A Roman fortified camp with soldiers and police not under the control of the local authorities.,https://chavrutai.com/yerushalmi/Berakhot/9#4-1,Jerusalem_Talmud_Berakhot.9.4.1
funda,Latin,Latin funda,https://chavrutai.com/yerushalmi/Berakhot/9#5-1,Jerusalem_Talmud_Berakhot.9.5.1
compendiaria,Latin,Latin compendiaria,https://chavrutai.com/yerushalmi/Berakhot/9#5-1,Jerusalem_Talmud_Berakhot.9.5.1
dimissio,Latin,Latin dimissio,https://chavrutai.com/yerushalmi/Berakhot/9#5-2,Jerusalem_Talmud_Berakhot.9.5.2
spiculum,Latin,Latin spiculum,https://chavrutai.com/yerushalmi/Berakhot/9#5-2,Jerusalem_Talmud_Berakhot.9.5.2
καί,Greek,"The particles denoting exclusion are רַק “only”, אַךְ “but only”. Those denoting inclusion are גַּם “also”, and אֶת, which either is the particle of the accusative or means “and”. In R. Aqiba’s theory, all accusative particles also have the meaning of “and.” This is not original with him; in the Greek translation of Aquila, a student of Rebbis Eliezer and Joshua, every את is translated as καί “and”, whether it makes sense or not. In the verse in question, it is the accusative participle used as “and” that seems to result in a meaning unacceptable to pure monotheism.",https://chavrutai.com/yerushalmi/Berakhot/9#5-10,Jerusalem_Talmud_Berakhot.9.5.10
translation,Greek,"The particles denoting exclusion are רַק “only”, אַךְ “but only”. Those denoting inclusion are גַּם “also”, and אֶת, which either is the particle of the accusative or means “and”. In R. Aqiba’s theory, all accusative particles also have the meaning of “and.” This is not original with him; in the Greek translation of Aquila, a student of Rebbis Eliezer and Joshua, every את is translated as καί “and”, whether it makes sense or not. In the verse in question, it is the accusative participle used as “and” that seems to result in a meaning unacceptable to pure monotheism.",https://chavrutai.com/yerushalmi/Berakhot/9#5-10,Jerusalem_Talmud_Berakhot.9.5.10
ζημία,Greek,Greek ζημία.,https://chavrutai.com/yerushalmi/Peah/1#1-18,Jerusalem_Talmud_Peah.1.1.18
annona,Latin,Latin annona,https://chavrutai.com/yerushalmi/Peah/1#1-18,Jerusalem_Talmud_Peah.1.1.18
πατὴρ,Greek,"A mixed expression, ראש πατὴρ βουλής, “head, father of the Senate.” Cf. the Hebrew אב בית דין “father of the court,” used for the president of Jewish courts of law, and the Latin pater senatus",https://chavrutai.com/yerushalmi/Peah/1#1-22,Jerusalem_Talmud_Peah.1.1.22
βουλής,Greek,"A mixed expression, ראש πατὴρ βουλής, “head, father of the Senate.” Cf. the Hebrew אב בית דין “father of the court,” used for the president of Jewish courts of law, and the Latin pater senatus",https://chavrutai.com/yerushalmi/Peah/1#1-22,Jerusalem_Talmud_Peah.1.1.22
pater,Latin,"A mixed expression, ראש πατὴρ βουλής, “head, father of the Senate.” Cf. the Hebrew אב בית דין “father of the court,” used for the president of Jewish courts of law, and the Latin pater senatus",https://chavrutai.com/yerushalmi/Peah/1#1-22,Jerusalem_Talmud_Peah.1.1.22
ἀτίμητος,Greek,"Greek ἀτίμητος, adj., “priceless”; τιμή “worth, price.”",https://chavrutai.com/yerushalmi/Peah/1#1-36,Jerusalem_Talmud_Peah.1.1.36
τιμή,Greek,"Greek ἀτίμητος, adj., “priceless”; τιμή “worth, price.”",https://chavrutai.com/yerushalmi/Peah/1#1-36,Jerusalem_Talmud_Peah.1.1.36
follis,Latin,Latin follis,https://chavrutai.com/yerushalmi/Peah/1#1-36,Jerusalem_Talmud_Peah.1.1.36
βουλευταί,Greek,Greek βουλευταί “councilmen”.,https://chavrutai.com/yerushalmi/Peah/1#1-45,Jerusalem_Talmud_Peah.1.1.45
delator,Latin,Latin delator,https://chavrutai.com/yerushalmi/Peah/1#1-46,Jerusalem_Talmud_Peah.1.1.46
Ρ́ώμη,Greek,"Hebrew spelling perhaps derived from Greek Ρ́ώμη, “Rome”. The Latin locative Romae",https://chavrutai.com/yerushalmi/Peah/1#1-49,Jerusalem_Talmud_Peah.1.1.49
locative,Latin,"Hebrew spelling perhaps derived from Greek Ρ́ώμη, “Rome”. The Latin locative Romae",https://chavrutai.com/yerushalmi/Peah/1#1-49,Jerusalem_Talmud_Peah.1.1.49
ἰδιώτης,Greek,"R. Joshua ben Levi does not consider the second “to harvest” redundant but referring to a different kind of harvest.הדיוֹט “private person”, Greek ἰδιώτης.",https://chavrutai.com/yerushalmi/Peah/1#3-2,Jerusalem_Talmud_Peah.1.3.2
κολοκασία,Greek,"Colocasia, Greek κολοκασία, Arabic קֻלקָאס. Its root is used to produce a kind of flour in Africa; hence, it is an intermediate between a vegetable and a legume. The only problem is that of vows (e. g., if a person makes a vow to abstain from vegetables), since in matters of vows one does not follow technical usage but the meaning in local dialects. Hence, there may be places where taro is commonly subsumed under vegetables and other places where it is not.",https://chavrutai.com/yerushalmi/Peah/1#4-10,Jerusalem_Talmud_Peah.1.4.10
libellaris,Latin,Cf. Latin libellaris,https://chavrutai.com/yerushalmi/Peah/2#4-1,Jerusalem_Talmud_Peah.2.4.1
διφθέρα,Greek,"Greek διφθέρα, ἡ, “leather prepared for writing.” The argument is: If there were no oral Torah Jewish law would not differ from any Gentile law. Babli Giṭṭin",https://chavrutai.com/yerushalmi/Peah/2#4-6,Jerusalem_Talmud_Peah.2.4.6
ἡ,Greek,"Greek διφθέρα, ἡ, “leather prepared for writing.” The argument is: If there were no oral Torah Jewish law would not differ from any Gentile law. Babli Giṭṭin",https://chavrutai.com/yerushalmi/Peah/2#4-6,Jerusalem_Talmud_Peah.2.4.6
λῃστής,Greek,"Greek λῃστής; in Galilean dialect, final m",https://chavrutai.com/yerushalmi/Peah/2#5-1,Jerusalem_Talmud_Peah.2.5.1
προσβολή,Greek,"Greek προσβολή, ή, ""falling upon, application."" As a legal term, ""in an auction, document recording the knocking down of a lot to a purchaser"" (L. & S.). Only in the Babli does the word appear with ס instead of ז; the etymology proposed would require s and not ζ but this may be a matter of local dialect. Prozbol was instituted by Hillel as a way to circumvent the annulment of debts in the Seventh Year in cases when that annulment would only be a rabbinic ordinance. Since only debts due to real persons are annulled by the Seventh Year, the creditor may deliver the debt to the court to be collected. Since the court is not a real person, the debt is not subject to annulment. The document may be written only as a lien on real estate. The details of prozbol are given in tractate Gittin.",https://chavrutai.com/yerushalmi/Peah/3#7-1,Jerusalem_Talmud_Peah.3.7.1
alienatio,Latin,"Real estate is always sold with a title guarantee unless explicitly disclaimed. If the buyer loses the land he bought, either for lack of a valid title or because of a foreclosure of a pre-existing mortgage, he has regress on all other real estate owned by the seller. [The technical term אחריות “warranty” is אַחֵרָיוּת, corresponding to Latin alienatio",https://chavrutai.com/yerushalmi/Peah/3#7-1,Jerusalem_Talmud_Peah.3.7.1
κέρκος,Greek,"Greek κέρκος, ἡ “tail of an animal” (Explanation of De Rossi.)",https://chavrutai.com/yerushalmi/Peah/3#7-5,Jerusalem_Talmud_Peah.3.7.5
ἡ,Greek,"Greek κέρκος, ἡ “tail of an animal” (Explanation of De Rossi.)",https://chavrutai.com/yerushalmi/Peah/3#7-5,Jerusalem_Talmud_Peah.3.7.5
διαθήκη,Greek,"Greek διαθήκη “will, testament”.",https://chavrutai.com/yerushalmi/Peah/3#7-14,Jerusalem_Talmud_Peah.3.7.14
ὄγμος,Greek,"Greek ὄγμος, Byzantine pronunciation oymos",https://chavrutai.com/yerushalmi/Peah/4#3-1,Jerusalem_Talmud_Peah.4.3.1
πρόνοος,Greek,"Of the public charity funds. Cf. Greek πρόνοος, ον adj., “careful, prudent”; also late form προνοητής, οῦ, ὁ, “supervisor, administrator” (E. G.).",https://chavrutai.com/yerushalmi/Peah/4#6-7,Jerusalem_Talmud_Peah.4.6.7
ον,Greek,"Of the public charity funds. Cf. Greek πρόνοος, ον adj., “careful, prudent”; also late form προνοητής, οῦ, ὁ, “supervisor, administrator” (E. G.).",https://chavrutai.com/yerushalmi/Peah/4#6-7,Jerusalem_Talmud_Peah.4.6.7
προνοητής,Greek,"Of the public charity funds. Cf. Greek πρόνοος, ον adj., “careful, prudent”; also late form προνοητής, οῦ, ὁ, “supervisor, administrator” (E. G.).",https://chavrutai.com/yerushalmi/Peah/4#6-7,Jerusalem_Talmud_Peah.4.6.7
οῦ,Greek,"Of the public charity funds. Cf. Greek πρόνοος, ον adj., “careful, prudent”; also late form προνοητής, οῦ, ὁ, “supervisor, administrator” (E. G.).",https://chavrutai.com/yerushalmi/Peah/4#6-7,Jerusalem_Talmud_Peah.4.6.7
ὁ,Greek,"Of the public charity funds. Cf. Greek πρόνοος, ον adj., “careful, prudent”; also late form προνοητής, οῦ, ὁ, “supervisor, administrator” (E. G.).",https://chavrutai.com/yerushalmi/Peah/4#6-7,Jerusalem_Talmud_Peah.4.6.7
σίφων,Greek,"Greek σίφων, -ωνος, ὁ, “pipe, water spout; a musical instrument” (I. Löw), same as Biblical (pl.) סופניה (Dan.",https://chavrutai.com/yerushalmi/Peah/6#4-6,Jerusalem_Talmud_Peah.6.4.6
ωνος,Greek,"Greek σίφων, -ωνος, ὁ, “pipe, water spout; a musical instrument” (I. Löw), same as Biblical (pl.) סופניה (Dan.",https://chavrutai.com/yerushalmi/Peah/6#4-6,Jerusalem_Talmud_Peah.6.4.6
ὁ,Greek,"Greek σίφων, -ωνος, ὁ, “pipe, water spout; a musical instrument” (I. Löw), same as Biblical (pl.) סופניה (Dan.",https://chavrutai.com/yerushalmi/Peah/6#4-6,Jerusalem_Talmud_Peah.6.4.6
λίτρα,Greek,"Greek λίτρα, Latin libra",https://chavrutai.com/yerushalmi/Peah/7#3-4,Jerusalem_Talmud_Peah.7.3.4
libra,Latin,"Greek λίτρα, Latin libra",https://chavrutai.com/yerushalmi/Peah/7#3-4,Jerusalem_Talmud_Peah.7.3.4
tabula,Latin,Latin tabula,https://chavrutai.com/yerushalmi/Peah/7#3-4,Jerusalem_Talmud_Peah.7.3.4
περσικὸν,Greek,"Greek περσικὸν μῆλον, τὸ, also περσικός, ὁ, “Persian apple.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
μῆλον,Greek,"Greek περσικὸν μῆλον, τὸ, also περσικός, ὁ, “Persian apple.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
τὸ,Greek,"Greek περσικὸν μῆλον, τὸ, also περσικός, ὁ, “Persian apple.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
περσικός,Greek,"Greek περσικὸν μῆλον, τὸ, also περσικός, ὁ, “Persian apple.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
ὁ,Greek,"Greek περσικὸν μῆλον, τὸ, also περσικός, ὁ, “Persian apple.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
λοπάς,Greek,"Greek λοπάς, -άδος, ἡ, “plate.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
άδος,Greek,"Greek λοπάς, -άδος, ἡ, “plate.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
ἡ,Greek,"Greek λοπάς, -άδος, ἡ, “plate.”",https://chavrutai.com/yerushalmi/Peah/7#3-7,Jerusalem_Talmud_Peah.7.3.7
τιμή,Greek,"Greek τιμή, “value.” He set aside the difference in value between premium bee’s honey and ẓeli",https://chavrutai.com/yerushalmi/Peah/7#3-17,Jerusalem_Talmud_Peah.7.3.17
ἄρχων,Greek,Greek ἄρχων. He also inducted them to their offices by giving them the Torah scroll to carry.,https://chavrutai.com/yerushalmi/Peah/8#6-5,Jerusalem_Talmud_Peah.8.6.5
καπηλεῖον,Greek,Greek καπηλεῖον.,https://chavrutai.com/yerushalmi/Peah/8#7-2,Jerusalem_Talmud_Peah.8.7.2
λοπάς,Greek,"Greek λοπάς, cf. Chapter 7, Note 69. There was no difference heard between ס = s",https://chavrutai.com/yerushalmi/Peah/8#7-6,Jerusalem_Talmud_Peah.8.7.6
argentum,Latin,Latin argentum,https://chavrutai.com/yerushalmi/Peah/8#8-4,Jerusalem_Talmud_Peah.8.8.4
argentarius,Latin,Latin argentarius,https://chavrutai.com/yerushalmi/Peah/8#8-4,Jerusalem_Talmud_Peah.8.8.4
τιμή,Greek,"Greek τιμή “value,” cf. Berakhot",https://chavrutai.com/yerushalmi/Peah/8#8-11,Jerusalem_Talmud_Peah.8.8.11
δῶρον,Greek,"Greek δῶρον, τό, “gift”.",https://chavrutai.com/yerushalmi/Peah/8#8-12,Jerusalem_Talmud_Peah.8.8.12
τό,Greek,"Greek δῶρον, τό, “gift”.",https://chavrutai.com/yerushalmi/Peah/8#8-12,Jerusalem_Talmud_Peah.8.8.12
δισάκκιον,Greek,"Byzantine Greek δισάκκιον “double sack”, hanging down on both sides of a donkey; cf. Berakhot",https://chavrutai.com/yerushalmi/Demai/1#2-5,Jerusalem_Talmud_Demai.1.2.5
mulus,Latin,Latin mulus. Yoma,https://chavrutai.com/yerushalmi/Demai/1#3-12,Jerusalem_Talmud_Demai.1.3.12
muries,Latin,Latin muries,https://chavrutai.com/yerushalmi/Demai/1#3-16,Jerusalem_Talmud_Demai.1.3.16
olentia,Latin,Latin olentia,https://chavrutai.com/yerushalmi/Demai/1#3-16,Jerusalem_Talmud_Demai.1.3.16
κολλύριον,Greek,Greek κολλύριον. The text in Tosephta Demay,https://chavrutai.com/yerushalmi/Demai/1#3-17,Jerusalem_Talmud_Demai.1.3.17
μάλαγμα,Greek,"Greek μάλαγμα. If wine and flour are produced, they are subject to the duties of heave and tithes, no matter what the final use is. But if one buys medication which definitely is not food, no obligation exists even if heave was not given from grain or wine.",https://chavrutai.com/yerushalmi/Demai/1#3-17,Jerusalem_Talmud_Demai.1.3.17
