rank,normalized_name,yerushalmi_count,yerushalmi_pct,bavli_term,bavli_count,bavli_pct,wikipedia_he,hebrew_term,wikidata_id,match_type,match_score,match_note,yerushalmi_variant_names
1,R' Yoḥanan,3593,8.4173,R' Yoḥanan,3687,5.2011,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%95%D7%97%D7%A0%D7%9F,רבי יוחנן,Q1397565,exact,100,,Rebbi Joḥanan | Rebbi Yoḥanan | R. Joḥanan | Rebbi [Joḥanan] | R. Yoḥanan
2,R' Yose,2768,6.4846,R' Yosei,1592,2.2458,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%95%D7%A1%D7%99,רבי יוסי,Q982075,exact,100,,Rebbi Yose | R. Yose
3,R' Yehudah,1819,4.2614,Rav Yehuda,1672,2.3586,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%99%D7%94%D7%95%D7%93%D7%94,רב יהודה,Q359777,exact,100,,Rebbi Jehudah | Rebbi Yehudah | Rebbi Judah | Rebbi Jehuda | R. Jehudah
4,R' Ze'ira,1649,3.8631,R' Zeira,668,0.9423,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%96%D7%99%D7%A8%D7%90,רבי זירא,Q7296294,exact,100,,Rebbi Zeïra | Rebbi Ze‘ira | Rebbi Zeˋira | Rebbi Ze`ira | Rebbi Zeїra | R. Zeïra | Rebbi Ze'ira | Rebbi Zeīra | Rebbi Zeˋirah | R. Zeˋira
5,R' Elazar,1325,3.1041,R' Elazar,1366,1.9270,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%90%D7%9C%D7%A2%D7%96%D7%A8%20%D7%91%D7%9F%20%D7%A9%D7%9E%D7%95%D7%A2,רבי אלעזר בן שמוע,Q739520,exact,100,,Rebbi Eleazar | Rebbi Elazar | R. Eleazar
6,R' Meir,1313,3.0759,R' Meir,2086,2.9426,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%9E%D7%90%D7%99%D7%A8,רבי מאיר,Q1621623,exact,100,,Rebbi Meïr | Rebbi Meїr | Rebbi Meir | Rebbi Meĩr | Rebbi Ṃeïr | Rebbi Meīr
7,R' Shimon,1308,3.0642,R' Shimon,1867,2.6337,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%A9%D7%9E%D7%A2%D7%95%D7%9F%20%D7%91%D7%A8%20%D7%99%D7%95%D7%97%D7%90%D7%99,רבי שמעון בר יוחאי,Q557405,exact,100,,Rebbi Simeon | Rebbi Simon | R. Simeon
8,R' Shimon ben Lakish,1185,2.7761,R' Shimon ben Lakish,246,0.3470,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%9C%D7%A7%D7%99%D7%A9,שמעון בן לקיש,Q1391489,exact,100,,Rebbi Simeon ben Laqish | R. Simeon ben Laqish | Rebbi Simon ben Laqish
9,R' Eliezer,907,2.1248,R' Eliezer,1661,2.3431,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8%20%D7%91%D7%9F%20%D7%94%D7%95%D7%A8%D7%A7%D7%A0%D7%95%D7%A1,רבי אליעזר בן הורקנוס,Q1329310,exact,100,,Rebbi Eliezer | Rebbi (Eleazar) | Rebbi (Eleazar) [Eliezer]
10,R' Akiva,787,1.8437,R' Akiva,1503,2.1202,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A2%D7%A7%D7%99%D7%91%D7%90,רבי עקיבא,Q310821,exact,100,,Rebbi Aqiba
11,Shmuel,786,1.8414,Shmuel,2636,3.7185,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_(%D7%90%D7%9E%D7%95%D7%A8%D7%90),שמואל (אמורא),Q723557,exact,100,,Samuel
12,R' Mana,760,1.7804,R' Mani,20,0.0282,,,,fuzzy_edit,45,"lev=1 key=""mana""→""mani""",Rebbi Mana
13,R' Abbahu,760,1.7804,R' Abbahu,412,0.5812,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%90%D7%91%D7%94%D7%95,רבי אבהו,Q305830,exact,100,,Rebbi Abbahu | R. Abbahu
14,R' Yirmeyah,721,1.6891,R' Yirmeya,342,0.4824,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A8%D7%9E%D7%99%D7%94,רבי ירמיה,Q6180711,fuzzy_edit,45,"lev=1 key=""yirmeyah""→""yirmeya""",Rebbi Jeremiah
15,Rav,691,1.6188,Rav,3518,4.9627,https://he.wikipedia.org/wiki/%D7%A8%D7%91_(%D7%90%D7%9E%D7%95%D7%A8%D7%90),רב (אמורא),Q305760,exact,100,,in the name of Rav | Rav said | in the name of Rab | said in the name of Rab
16,R' Yonah,689,1.6141,R' Yona,30,0.0423,,,,exact,100,,Rebbi Jonah
17,R' Ḥiyya,688,1.6118,R' Ḥiyya,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%97%D7%99%D7%99%D7%90,רבי חייא,Q2904193,exact,100,,Rebbi Ḥiyya | R. Ḥiyya
18,R' Abba,605,1.4173,R' Abba,290,0.4091,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%91%D7%90,רבי אבא,Q7221758,exact,100,,Rebbi Abba
19,R' Yose ben R' Abun,562,1.3166,,,,,,,none,0,,Rebbi Yose ben Rebbi Abun
20,R' Yehoshua ben Levi,538,1.2604,R' Yehoshua ben Levi,415,0.5854,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%94%D7%95%D7%A9%D7%A2%20%D7%91%D7%9F%20%D7%9C%D7%95%D7%99,רבי יהושע בן לוי,Q359782,exact,100,,Rebbi Joshua ben Levi | R. Joshua ben Levi
21,R' Ḥanina,530,1.2416,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,exact,100,,Rebbi Ḥanina | R. Ḥanina
22,R' Aḥa,445,1.0425,R' Aḥa,43,0.0607,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%97%D7%90_(%D7%90%D7%9E%D7%95%D7%A8%D7%90),רבי אחא (אמורא),Q1394943,exact,100,,Rebbi Aḥa
23,R' Yehoshua,420,0.9839,R' Yehoshua,718,1.0129,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%94%D7%95%D7%A9%D7%A2%20%D7%91%D7%9F%20%D7%97%D7%A0%D7%A0%D7%99%D7%94,רבי יהושע בן חנניה,Q1686568,exact,100,,Rebbi Joshua | Rebbi Yehoshua
24,R' Yishmael,414,0.9699,R' Yishmael,552,0.7787,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C,רבי ישמעאל,Q1391069,exact,100,,Rebbi Ismael | R. Ismael | Rebbi Ismaël
25,R' Ya'akov bar Aḥa,413,0.9675,,,,,,,none,0,,Rebbi Jacob bar Aḥa
26,R' Yasa,380,0.8902,,,,,,,none,0,,Rebbi Yasa
27,R' Immi,368,0.8621,R' Ami,337,0.4754,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9E%D7%99,רבי אמי,Q473264,exact,100,,Rebbi Immi
28,Rabban Shimon ben Gamliel,368,0.8621,Rabban Shimon ben Gamliel,738,1.0411,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%9F_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%92%D7%9E%D7%9C%D7%99%D7%90%D7%9C_%D7%94%D7%96%D7%A7%D7%9F,רבן שמעון בן גמליאל הזקן,Q2037623,exact,100,,Rabban Simeon ben Gamliel | Rabban Simeon ben Gamliël
29,R' Yannai,313,0.7333,R' Yannai,171,0.2412,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A0%D7%90%D7%99,רבי ינאי,Q2124910,exact,100,,Rebbi Yannai
30,R' Hoshaya,300,0.7028,R' Hoshaya,24,0.0339,,,,exact,100,,Rebbi Hoshaia | Rebbi Hoshaya | R. Hoshaia | Rebbi (Joshua) [Hoshaia]
31,Rabban Gamliel,287,0.6724,Rabban Gamliel,406,0.5727,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%9F_%D7%92%D7%9E%D7%9C%D7%99%D7%90%D7%9C_%D7%94%D7%96%D7%A7%D7%9F,רבן גמליאל הזקן,Q310584,exact,100,,Rabban Gamliel | Rabban Gamliël
32,Rav Huna,273,0.6396,Rav Huna,1164,1.6420,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90,רב הונא,Q1794530,exact,100,,Rav Huna
33,R' Yudan,267,0.6255,,,,,,,none,0,,Rebbi Yudan | Rebbi Judan | R. Yudan
34,R' Hila,253,0.5927,R' Ila,20,0.0282,,,,exact,100,,Rebbi Hila
35,R' Ḥiyya bar Abba,246,0.5763,R' Ḥiyya bar Abba,278,0.3922,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%99%D7%99%D7%90_%D7%91%D7%A8_%D7%90%D7%91%D7%90,רבי חייא בר אבא,Q1072589,exact,100,,Rebbi Ḥiyya bar Abba | R. Ḥiyya bar Abba
36,R' Ḥaggai,225,0.5271,,,,,,,none,0,,Rebbi Ḥaggai | R. Ḥaggai
37,Rav Yehudah,225,0.5271,Rav Yehuda,1672,2.3586,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%99%D7%94%D7%95%D7%93%D7%94,רב יהודה,Q359777,exact,100,,Rav Jehudah | Rav Yehudah
38,R' Abun,219,0.5130,,,,,,,none,0,,Rebbi Abun | R. Abun
39,Rav Ḥisda,218,0.5107,Rav Ḥisda,1126,1.5884,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%97%D7%A1%D7%93%D7%90,רב חסדא,Q1391057,exact,100,,Rav Ḥisda
40,R' Yose ben Ḥanina,217,0.5084,R' Yosei bar Ḥanina,92,0.1298,,,,exact,100,,Rebbi Yose ben Ḥanina
41,R' Ḥizkiah,204,0.4779,Ḥizkiya,32,0.0451,,,,fuzzy_edit,30,"lev=2 key=""hizkiah""→""hizkiya""",Rebbi Ḥizqiah | Rebbi Ḥizkiah
42,Beit Shammai,194,0.4545,Beit Shammai,880,1.2414,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%90%D7%99,בית שמאי,Q3710285,exact,100,,The House of Shammai | the school of Shammai | The Hause of Shammai | The school of Shammai
43,Ḥizkiah,185,0.4334,Ḥizkiya,32,0.0451,,,,fuzzy_edit,30,"lev=2 key=""hizkiah""→""hizkiya""",Ḥizqiah
44,R' Abun bar Ḥiyya,180,0.4217,,,,,,,none,0,,Rebbi Abun bar Ḥiyya
45,R' Yonatan,175,0.4100,R' Yonatan,168,0.2370,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%A0%D7%AA%D7%9F,רבי יונתן,Q449288,exact,100,,Rebbi Jonathan | R. Jonathan
46,R' Yehuda HaNasi,167,0.3912,R' Yehuda HaNasi,41,0.0578,,,,exact,100,,Rebbi said | in the name of Rebbi
47,R' Shimon ben Elazar,151,0.3537,R' Shimon ben Elazar,284,0.4006,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%90%D7%9C%D7%A2%D7%96%D7%A8,רבי שמעון בן אלעזר,Q177481,exact,100,,Rebbi Simeon ben Eleazar
48,Bar Kappara,150,0.3514,Bar Kappara,120,0.1693,https://he.wikipedia.org/wiki/%D7%91%D7%A8_%D7%A7%D7%A4%D7%A8%D7%90,בר קפרא,Q449117,exact,100,,Bar Qappara | Bar Kappara
49,R' Yitzḥak,146,0.3420,R' Yitzḥak,380,0.5360,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A6%D7%97%D7%A7,רבי יצחק,Q3415877,exact,100,,Rebbi Isaac | R. Isaac
50,R' Levi,142,0.3327,Levi,213,0.3005,https://he.wikipedia.org/wiki/%D7%9C%D7%95%D7%99_%D7%91%D7%A8_%D7%A1%D7%99%D7%A1%D7%99,לוי בר סיסי,Q2897998,exact,100,,Rebbi Levi | R. Levi
51,the rabbis of Caesarea,142,0.3327,,,,,,,none,0,,The rabbis of Caesarea | the rabbis of Caesarea | The rabbis of Caesaria | the rabbis of Cesarea
52,R' Shmuel bar Rav Yitzḥak,140,0.3280,R' Shmuel bar Rav Yitzḥak,20,0.0282,,,,exact,100,,Rebbi Samuel bar Rav Isaac
53,R' La,138,0.3233,R' Ela,23,0.0324,,,,fuzzy_edit,45,"lev=1 key=""la""→""ela""",Rebbi La
54,R' Ila,138,0.3233,R' Ila,20,0.0282,,,,exact,100,,Rebbi Ila
55,R' Ḥuna,136,0.3186,Rav Huna,1164,1.6420,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90,רב הונא,Q1794530,exact,100,,Rebbi Ḥuna
56,R' Abba bar Mamal,136,0.3186,,,,,,,none,0,,Rebbi Abba bar Mamal
57,Rav Ḥuna,134,0.3139,Rav Huna,1164,1.6420,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90,רב הונא,Q1794530,exact,100,,Rav Ḥuna
58,R' Pinḥas,130,0.3045,Rav Pineḥas,17,0.0240,,,,fuzzy_edit,45,"lev=1 key=""pinhas""→""pinehas""",Rebbi Phineas
59,R' Eliezer ben Ya'akov,129,0.3022,,,,,,,none,0,,Rebbi Eliezer ben Jacob
60,R' Shmuel bar Naḥman,127,0.2975,,,,,,,none,0,,Rebbi Samuel bar Naḥman
61,R' Abin,124,0.2905,R' Avin,78,0.1100,,,,fuzzy_edit,45,"lev=1 key=""abin""→""avin""",Rebbi Abin
62,R' Elazar ben Azaryah,123,0.2882,R' Elazar ben Azarya,162,0.2285,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A2%D7%96%D7%A8%D7%99%D7%94,רבי אלעזר בן עזריה,Q1325787,exact,100,,Rebbi Eleazar ben Azariah
63,R' Shmuel,122,0.2858,Shmuel,2636,3.7185,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_(%D7%90%D7%9E%D7%95%D7%A8%D7%90),שמואל (אמורא),Q723557,exact,100,,Rebbi Samuel
64,R' Ḥananiah,118,0.2764,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,exact,100,,Rebbi Ḥananiah
65,R' Ḥinena,113,0.2647,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,fuzzy_edit,30,"lev=2 key=""hinena""→""hanina""",Rebbi Ḥinena
66,R' Natan,112,0.2624,R' Natan,255,0.3597,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A0%D7%AA%D7%9F,רבי נתן,Q1400124,exact,100,,Rebbi Nathan | Rebbi Natan
67,R' Yose ben R' Yehudah,112,0.2624,R' Yosei bar Yehuda,55,0.0776,,,,exact,100,,Rebbi Yose ben Rebbi Jehudah | Rebbi Yose ben Rebbi Jehuda
68,R' Shimon ben Yoḥai,105,0.2460,R' Shimon ben Yoḥai,128,0.1806,,,,exact,100,,Rebbi Simeon ben Ioḥai | Rebbi Simeon ben Yoḥai
69,R' Assi,103,0.2413,R' Asi,248,0.3498,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%A1%D7%99,רבי אסי,Q741463,fuzzy_edit,45,"lev=1 key=""assi""→""asi""",Rebbi Assi
70,R' Elazar ben R' Shimon,101,0.2366,,,,,,,none,0,,Rebbi Eleazar ben Rebbi Simeon | Rebbi Eleazar ben Rebbi Simon
71,Kahana,100,0.2343,Rav Kahana,471,0.6644,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9B%D7%94%D7%A0%D7%90_(%D7%94%D7%A9%D7%A0%D7%99),רב כהנא (השני),Q7296281,exact,100,,Cahana
72,R' Yehudah bar Pazi,93,0.2179,,,,,,,none,0,,Rebbi Jehudah bar Pazi | Rebbi Judah bar Pazi
73,R' Ya'akov bar Idi,87,0.2038,,,,,,,none,0,,Rebbi Jacob bar Idi
74,R' Ḥanania,86,0.2015,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,exact,100,,Rebbi Ḥanania
75,R' Tarfon,85,0.1991,R' Tarfon,227,0.3202,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%98%D7%A8%D7%A4%D7%95%D7%9F,רבי טרפון,Q1268142,exact,100,,Rebbi Tarphon
76,R' Yose the Galilean,85,0.1991,,,,,,,none,0,,Rebbi Yose the Galilean
77,R' Yehudah ben Pazi,84,0.1968,,,,,,,none,0,,Rebbi Jehudah ben Pazi | Rebbi Judah ben Pazi | Rebbi Yehudah ben Pazi | R. Yehudah ben Pazi
78,R' Yoḥanan ben Nuri,83,0.1944,R' Yoḥanan ben Nuri,111,0.1566,,,,exact,100,,Rebbi Joḥanan ben Nuri | Rebbi Yoḥanan ben Nuri
79,Rav Yirmeyah,82,0.1921,R' Yirmeya,342,0.4824,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A8%D7%9E%D7%99%D7%94,רבי ירמיה,Q6180711,fuzzy_edit,45,"lev=1 key=""yirmeyah""→""yirmeya""",Rav Jeremiah
80,R' Yishmael ben R' Yose,81,0.1898,,,,,,,none,0,,Rebbi Ismael ben Rebbi Yose
81,R' Neḥemiah,80,0.1874,R' Neḥemya,183,0.2582,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A0%D7%97%D7%9E%D7%99%D7%94,רבי נחמיה,Q2902906,fuzzy_edit,30,"lev=2 key=""nehemiah""→""nehemya""",Rebbi Neḥemiah
82,R' Huna,77,0.1804,Rav Huna,1164,1.6420,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90,רב הונא,Q1794530,exact,100,,Rebbi Huna
83,Shimon bar Abba,77,0.1804,,,,,,,none,0,,Simeon bar Abba
84,R' Ḥelbo,74,0.1734,R' Ḥelbo,35,0.0494,,,,exact,100,,Rebbi Ḥelbo
85,R' Berekhiah,72,0.1687,,,,,,,none,0,,Rebbi Berekhiah
86,R' Ammi,72,0.1687,R' Ami,337,0.4754,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9E%D7%99,רבי אמי,Q473264,exact,100,,Rebbi Ammi
87,R' Abba bar Zavda,71,0.1663,R' Abba bar Zavda,22,0.0310,,,,exact,100,,Rebbi Abba bar Zavda
88,R' Mattaniah,70,0.1640,Rav Mattana,108,0.1524,,,,fuzzy_edit,30,"lev=2 key=""mattaniah""→""mattana""",Rebbi Mattaniah
89,R' Shammai,69,0.1616,Shammai,31,0.0437,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%90%D7%99_%D7%94%D7%96%D7%A7%D7%9F,שמאי הזקן,Q467138,exact,100,,Rebbi Shammai
90,Abba Shaul,69,0.1616,Abba Shaul,141,0.1989,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%90_%D7%A9%D7%90%D7%95%D7%9C,אבא שאול,Q2763097,exact,100,,Abba Shaul
91,Hillel,68,0.1593,Hillel,69,0.0973,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%9C_%D7%94%D7%96%D7%A7%D7%9F,הלל הזקן,Q319219,exact,100,,Hillel | Hillel the Elder
92,R' Shmuel ben Rav Yitzḥak,65,0.1523,R' Shmuel bar Rav Yitzḥak,20,0.0282,,,,exact,100,,Rebbi Samuel ben Rav Isaac
93,Beit Hillel,65,0.1523,Beit Hillel,751,1.0594,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA%20%D7%94%D7%9C%D7%9C%20%D7%95%D7%91%D7%99%D7%AA%20%D7%A9%D7%9E%D7%90%D7%99,בית הלל ובית שמאי,Q3710285,exact,100,,The House of Hillel | the school of Hillel
94,R' Yose bar Ḥanina,63,0.1476,R' Yosei bar Ḥanina,92,0.1298,,,,exact,100,,Rebbi Yose bar Ḥanina
95,R' Ḥiyya bar Ada,61,0.1429,,,,,,,none,0,,Rebbi Ḥiyya bar Ada
96,R' Hoshaiah,60,0.1406,R' Hoshaya,24,0.0339,,,,exact,100,,Rebbi Hoshaiah
97,R' Tanḥuma,59,0.1382,R' Tanḥum,28,0.0395,,,,fuzzy_edit,45,"lev=1 key=""tanhuma""→""tanhum""",Rebbi Tanḥuma
98,Rav Hamnuna,57,0.1335,Hamnuna,327,0.4613,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%9E%D7%A0%D7%95%D7%A0%D7%90,רב המנונא,Q5645913,exact,100,,Rav Hamnuna
99,R' Yose ben R' Ḥanina,57,0.1335,R' Yosei bar Ḥanina,92,0.1298,,,,exact,100,,Rebbi Yose ben Rebbi Ḥanina
100,R' Abba Mari,55,0.1288,,,,,,,none,0,,Rebbi Abba Mari
101,Rav Ḥiyya bar Ashi,55,0.1288,R' Ḥiyya bar Ashi,14,0.0197,,,,exact,100,,Rav Ḥiyya bar Ashi
102,R' Tarphon,53,0.1242,R' Tarfon,227,0.3202,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%98%D7%A8%D7%A4%D7%95%D7%9F,רבי טרפון,Q1268142,fuzzy_edit,30,"lev=2 key=""tarphon""→""tarfon""",Rebbi Ṭarphon
103,R' Yitzḥak bar Naḥman,50,0.1171,,,,,,,none,0,,Rebbi Isaac bar Naḥman
104,Shammai,50,0.1171,Shammai,31,0.0437,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%90%D7%99_%D7%94%D7%96%D7%A7%D7%9F,שמאי הזקן,Q467138,exact,100,,Shammai
105,R' Yehudah ben Bathyra,50,0.1171,,,,,,,none,0,,Rebbi Jehudah ben Bathyra | Rebbi Yehudah ben Bathyra
106,R' Yose bar Abun,49,0.1148,,,,,,,none,0,,Rebbi Yose bar Abun
107,R' Abba bar Kahana,49,0.1148,R' Abba bar Kahana,22,0.0310,,,,exact,100,,Rebbi Abba bar Cahana | Rebbi Abba bar Kahana
108,Ben Azzai,48,0.1124,Ben Azzai,84,0.1185,https://he.wikipedia.org/wiki/%D7%91%D7%9F_%D7%A2%D7%96%D7%90%D7%99,בן עזאי,Q601081,exact,100,,Ben Azzai
109,R' Ya'akov bar Zavdi,47,0.1101,,,,,,,none,0,,Rebbi Jacob bar Zavdi
110,R' Yoshia,47,0.1101,R' Yoshiya,104,0.1467,,,,fuzzy_edit,45,"lev=1 key=""yoshia""→""yoshiya""",Rebbi Joshia | Rebbi Yoshia
111,R' Shimon bar Abba,46,0.1078,,,,,,,none,0,,Rebbi Simeon bar Abba
112,Rabban Yoḥanan ben Zakkai,45,0.1054,Yohanan ben Zakkai,178,0.2511,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%9F_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%96%D7%9B%D7%90%D7%99,רבן יוחנן בן זכאי,Q733660,exact,100,,Rabban Joḥanan ben Zakkai
113,R' Elazar ben R' Yose,44,0.1031,,,,,,,none,0,,Rebbi Eleazar ben Rebbi Yose
114,R' Zerikan,43,0.1007,R' Zerika,28,0.0395,,,,fuzzy_edit,45,"lev=1 key=""zerikan""→""zerika""",Rebbi Zeriqan
115,Rav Hoshaya,43,0.1007,R' Hoshaya,24,0.0339,,,,exact,100,,Rav Hoshaia
116,Rav Naḥman bar Ya'akov,41,0.0961,,,,,,,none,0,,Rav Naḥman bar Jacob
117,R' Yoḥanan ben Beroqa,41,0.0961,,,,,,,none,0,,Rebbi Joḥanan ben Beroqa
118,R' Yehudah the Prince,39,0.0914,,,,,,,none,0,,Rebbi Jehudah the Prince | Rebbi Judah the Prince | Rebbi Jehuda the Prince
119,R' Ya'akov,37,0.0867,R' Ya’akov,146,0.2060,,,,fuzzy_edit,45,"lev=1 key=""yaakov""→""ya’akov""",Rebbi Jacob
120,R' Ḥiyya bar Yosef,37,0.0867,R' Ḥiyya bar Yosef,27,0.0381,,,,exact,100,,Rebbi Ḥiyya bar Joseph | Rebbi Ḥiyya bar Josef | Rebbi Ḥiyya bar Yosef
121,Shmuel bar Abba,36,0.0843,,,,,,,none,0,,Samuel bar Abba
122,R' Idi,35,0.0820,,,,,,,none,0,,Rebbi Idi
123,R' Abba bar Kohen,35,0.0820,,,,,,,none,0,,Rebbi Abba bar Cohen
124,R' Abun bar Kahana,34,0.0797,,,,,,,none,0,,Rebbi Abun bar Cahana
125,R' Abuna,34,0.0797,,,,,,,none,0,,Rebbi Abuna
126,R' Crispus,33,0.0773,,,,,,,none,0,,Rebbi Crispus
127,Assi,32,0.0750,R' Asi,248,0.3498,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%A1%D7%99,רבי אסי,Q741463,fuzzy_edit,45,"lev=1 key=""assi""→""asi""",Assi
128,R' Nehemiah,31,0.0726,R' Neḥemya,183,0.2582,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A0%D7%97%D7%9E%D7%99%D7%94,רבי נחמיה,Q2902906,fuzzy_edit,30,"lev=2 key=""nehemiah""→""nehemya""",Rebbi Nehemiah
129,R' Ḥama bar Ukva,31,0.0726,,,,,,,none,0,,Rebbi Ḥama bar Uqba
130,R' Ḥama bar Ḥanina,30,0.0703,R' Ḥama bar Ḥanina,20,0.0282,,,,exact,100,,Rebbi Ḥama bar Ḥanina
131,Rav Sheshet,30,0.0703,Sheshet,1220,1.7210,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A9%D7%A9%D7%AA,רב ששת,Q743044,exact,100,,Rav Sheshet
132,R' Nasa,29,0.0679,,,,,,,none,0,,Rebbi Nasa
133,R' Simai,28,0.0656,R' Simai,30,0.0423,,,,exact,100,,Rebbi Simai
134,Ulla bar Yishmael,27,0.0633,,,,,,,none,0,,Ulla bar Ismael
135,Rav Mattanah,25,0.0586,Rav Mattana,108,0.1524,,,,fuzzy_edit,45,"lev=1 key=""mattanah""→""mattana""",Rav Mattanah
136,Rav Ada bar Aḥava,25,0.0586,,,,,,,none,0,,Rav Ada bar Aḥawa | Rav Ada bar Aḥava | Rav Ada bar Aḥawah
137,R' Avina,24,0.0562,R' Avina,16,0.0226,,,,exact,100,,Rebbi Avina
138,R' Shimon ben Yehudah,24,0.0562,R' Shimon ben Yehuda,47,0.0663,,,,exact,100,,Rebbi Simeon ben Jehudah
139,R' Tanḥum bar Ḥiyya,24,0.0562,,,,,,,none,0,,Rebbi Tanḥum bar Ḥiyya
