rank,name,normalized_name,count,example_1,example_2,example_3
225,Rebbi Simeon from Shezur,R' Shimon from Shezur,10,Demai 4:1.1,Demai 4:1.9,Demai 4:1.10
226,Rebbi Vivian,R' Vivian,10,Sheviit 1:3.3,Sheviit 3:4.6,Sheviit 9:6.5
227,Rebbi Ayvo bar Naggari,R' Ayvo bar Naggari,10,Terumot 5:2.2,Pesachim 5:10.3,Yoma 3:2.7
228,Rebbi Ismael the son of Rebbi Joḥanan ben Beroqa,R' Yishmael the son of R' Yoḥanan ben Beroqa,10,Challah 1:1.11,Shabbat 7:2.44,Pesachim 5:1.9
229,Rebbi Uqba,R' Ukva,10,Eruvin 1:1.26,Yoma 1:2.7,Yoma 1:2.8
230,Rebbi Yose ben Kipper,R' Yose ben Kipper,10,Beitzah 4:3.6,Yevamot 10:1.2,Yevamot 10:6.5
231,Mar Uqba,Mar Ukva,9,Berakhot 1:2.5,Berakhot 2:3.11,Sheviit 3:3.8
232,Rebbi Yose bar Rebbi Abun,R' Yose bar R' Abun,9,Berakhot 2:4.4,Berakhot 3:5.17,Berakhot 6:1.16
233,Rebbi Lia,R' Lia,9,Berakhot 2:4.16,Berakhot 3:3.8,Berakhot 3:3.9
234,Rebbi Bun,R' Bun,9,Berakhot 2:8.6,Eruvin 2:1.4,Sanhedrin 5:1.5
235,Rebbi Simeon ben Yoẓadaq,R' Shimon ben Yotzadaq,9,Berakhot 3:1.25,Demai 2:5.3,Sheviit 4:2.4
236,Rebbi Yudan ben Rebbi Ismael,R' Yudan ben R' Yishmael,9,Berakhot 4:2.5,Berakhot 5:1.20,Shabbat 1:4.11
237,Rebbi Ḥanina ben Gamliel,R' Ḥanina ben Gamliel,9,Berakhot 5:2.10,Sheviit 4:2.10,Orlah 1:3.7
238,Rebbi Cahana,R' Kahana,9,Berakhot 6:4.4,Kilayim 1:6.4,Challah 3:4.7
239,Rebbi Yose ben Shaul,R' Yose ben Shaul,9,Berakhot 7:2.2,Demai 1:4.6,Terumot 8:3.9
240,Rebbi Zeriqa,R' Zerika,9,Berakhot 7:5.5,Maaser Sheni 1:1.5,Eruvin 9:3.2
241,Rebbi Justus bar Shunem,R' Yustus bar Shunem,9,Berakhot 8:7.2,Sheviit 6:1.23,Terumot 11:4.9
242,Rebbi Simeon bar Ioḥai,R' Shimon bar Yoḥai,9,Peah 1:1.30,Peah 8:1.3,Sheviit 9:1.13
243,Rebbi Ḥananiah the son of Rebbi Hillel,R' Ḥananiah the son of R' Hillel,9,Kilayim 7:5.4,Terumot 1:2.4,Orlah 1:3.7
244,Rebbi Abba bar Ḥiyya,R' Abba bar Ḥiyya,9,Terumot 5:1.3,Yevamot 6:1.4,Ketubot 5:1.4
245,Rebbi Maisha,R' Maisha,9,Maasrot 5:1.7,Orlah 1:3.10,Bikkurim 2:3.10
246,Rebbi Joshiah,R' Yoshiah,9,Shabbat 8:1.2,Shabbat 8:1.3,Shabbat 18:1.2
247,Rebbi Simon bar Zavdi,R' Shimon bar Zavdi,9,Pesachim 8:6.3,Pesachim 9:1.4,Pesachim 9:1.5
248,Rebbi Phineas ben Yair,R' Pinḥas ben Yair,9,Shekalim 5:1.6,Shekalim 5:1.7,Shekalim 5:1.13
249,Rebbi Isaac bar Ḥaqula,R' Yitzḥak bar Ḥaqula,9,Sukkah 1:12.3,Sukkah 3:6.3,Yevamot 6:6.6
250,Abba Jehudah,Abba Yehudah,9,Horayot 3:4.3,,
251,Rebbi Judah the Prince,R' Yehudah the Prince,8,Berakhot 3:1.22,Peah 1:5.7,Beitzah 1:9.3
252,Rebbi Illaï,R' Illai,8,Berakhot 3:4.13,Peah 3:7.16,Demai 1:1.11
253,Rebbi Zakkai,R' Zakkai,8,Berakhot 3:5.10,Shabbat 7:1.4,Shabbat 7:2.8
254,Rebbi Ḥanina ben Dosa,R' Ḥanina ben Dosa,8,Berakhot 4:1.31,Berakhot 5:1.22,Berakhot 5:5.1
255,Rebbi Ḥanina the son of Rebbi Abbahu,R' Ḥanina the son of R' Abbahu,8,Berakhot 4:4.6,Berakhot 7:3.7,Bikkurim 3:3.9
256,Rebbi Joshua the Southerner,R' Yehoshua the Southerner,8,Berakhot 5:3.10,Berakhot 9:5.16,Challah 1:1.17
257,"Rebbi Abba, son of Rebbi Ḥiyya bar Abba","R' Abba, son of R' Ḥiyya bar Abba",8,Berakhot 7:5.10,Berakhot 7:5.11,Peah 1:1.21
258,Rebbi Benaiah,R' Benaiah,8,Peah 1:1.17,Shabbat 12:3.4,Pesachim 8:8.9
259,Rebbi Meir,R' Meir,8,Peah 1:1.39,Kilayim 3:6.1,Terumot 7:3.1
260,Rebbi Simeon bar Yaqim,R' Shimon bar Yaqim,8,Peah 7:1.3,Peah 7:1.6,Ketubot 6:6.4
261,Rav Naḥman,Rav Naḥman,8,Demai 1:2.3,Kilayim 2:3.4,Shabbat 2:1.15
262,Rebbi Isaac bar Tevele,R' Yitzḥak bar Tevele,8,Demai 2:1.21,Sheviit 2:4.3,Maaser Sheni 1:1.6
263,ben Laqish,ben Lakish,8,Kilayim 6:1.3,Terumot 3:1.4,Maasrot 3:1.6
264,Rebbi Eudaimon from Haifa,R' Avdimi from Haifa,8,Sheviit 2:5.8,Terumot 3:3.4,Bikkurim 3:3.9
265,Rebbi Ḥananiah ben Gamliel,R' Ḥananiah ben Gamliel,8,Sheviit 6:4.4,Gittin 8:10.4,Gittin 8:10.5
266,Rebbi Yudan the Prince,R' Yudan the Prince,8,Terumot 1:1.23,Pesachim 4:5.2,Pesachim 10:1.2
267,Rebbi Samuel bar Abba,R' Shmuel bar Abba,8,Terumot 3:3.11,Eruvin 5:2.2,Yoma 4:6.3
268,Rebbi Abba the son of Rebbi Pappai,R' Abba the son of R' Pappai,8,Bikkurim 2:1.5,Eruvin 5:7.4,Eruvin 7:10.4
269,Rebbi Ḥanania the son of Rebbi Hillel,R' Ḥanania the son of R' Hillel,8,Shabbat 2:5.5,Shabbat 9:1.5,Eruvin 5:8.2
270,Rebbi Abba bar Zuṭra,R' Abba bar Zutra,8,Shabbat 14:4.5,Yevamot 4:11.2,Yevamot 4:11.4
271,Rebbi Simeon ben Ḥalaphta,R' Shimon ben Ḥalafta,7,Berakhot 1:1.21,Berakhot 4:5.7,Peah 7:3.15
272,Rebbi Bibi,R' Bibi,7,Berakhot 1:4.4,Berakhot 4:6.2,Peah 7:5.6
273,Ḥanan bar Abba,Ḥanan bar Abba,7,Berakhot 1:5.15,Berakhot 4:1.5,Berakhot 7:4.4
274,R. Yose,R' Yose,7,Berakhot 1:6.5,Kilayim 9:3.8,Sheviit 8:5.5
275,Rebbi Samuel bar Isaac,R' Shmuel bar Yitzḥak,7,Berakhot 2:6.5,Berakhot 8:2.7,Kilayim 9:1.7
276,Rebbi Jacob bar Abun,R' Ya'akov bar Abun,7,Berakhot 3:4.6,Peah 3:3.3,Sheviit 3:5.3
277,Rebbi Ada,R' Ada,7,Berakhot 4:1.20,Berakhot 4:1.24,Shabbat 12:1.8
278,Rebbi Jacob bar Abba,R' Ya'akov bar Abba,7,Berakhot 4:1.32,Berakhot 7:3.2,Sheviit 6:1.19
279,Rebbi Tanḥum ben Rebbi Ḥiyya,R' Tanḥum ben R' Ḥiyya,7,Berakhot 5:1.16,Taanit 1:1.18,Taanit 2:1.14
280,Rebbi Hoshaya,R' Hoshaya,7,Berakhot 8:2.11,Berakhot 9:2.15,Pesachim 2:5.2
281,Bar Kappara,Bar Kappara,7,Berakhot 9:2.2,Demai 3:3.6,Demai 4:1.10
282,Rav Ḥasdai,Rav Ḥasdai,7,Berakhot 9:2.6,Eruvin 1:10.4,Eruvin 4:10.2
283,Rebbi Simeon ben Gamliel,R' Shimon ben Gamliel,7,Berakhot 9:2.23,Maaser Sheni 5:1.1,Shabbat 13:5.1
284,bar Qappara,bar Kappara,7,Peah 3:7.17,Shabbat 2:5.9,Shabbat 6:9.7
285,Rav Cahana,Rav Kahana,7,Peah 4:7.3,Terumot 1:1.23,Rosh Hashanah 2:5.3
286,Rabbi Abbahu,Rabbi Abbahu,7,Kilayim 1:1.3,Kilayim 5:7.2,Terumot 6:1.3
287,Rebbi Ḥiyya the Elder,R' Ḥiyya the Elder,7,Kilayim 2:4.2,Eruvin 3:4.5,Pesachim 6:1.19
288,Rebbi Eleazar bar Yose,R' Elazar bar Yose,7,Kilayim 9:3.3,Shabbat 7:4.2,Shabbat 14:4.2
289,Rebbi Neḥoniah ben Haqanah,R' Neḥoniah ben Haqanah,7,Terumot 7:1.12,Megillah 1:6.4,Ketubot 3:1.16
290,Rav Aḥa,Rav Aḥa,7,Terumot 10:1.2,Maasrot 5:1.3,Shabbat 2:1.12
291,Rebbi Abina,R' Abina,7,Maasrot 5:2.5,Challah 1:3.18,Sotah 2:2.9
292,Ḥiyya the son of Rav,Ḥiyya the son of Rav,7,Shabbat 1:1.25,Eruvin 3:1.9,Eruvin 4:1.5
293,Rebbi Eleazar ben Rebbi Ṣadoq,R' Elazar ben R' Tzadoq,7,Shabbat 1:4.11,Rosh Hashanah 2:5.6,Chagigah 2:5.3
294,Rebbi Jehuda,R' Yehudah,7,Shabbat 6:2.5,Shabbat 6:2.6,Pesachim 1:6.3
295,Rebbi Joḥanan bar Marius,R' Yoḥanan bar Marius,7,Shabbat 19:2.5,Pesachim 5:6.2,Pesachim 7:12.3
296,Rebbi Simeon bar Carsana,R' Shimon bar Carsana,7,Eruvin 1:4.2,Eruvin 1:7.3,Eruvin 3:4.5
297,Simeon ben Sheṭaḥ,Shimon ben Shetaḥ,7,Chagigah 2:2.6,Ketubot 8:11.5,Sanhedrin 6:3.5
298,Simeon ben Azzai,Shimon ben Azzai,7,Horayot 1:1.7,Horayot 1:2.2,Horayot 1:2.4
299,Rebbi Yehudah ben Pazi,R' Yehudah ben Pazi,6,Berakhot 1:1.23,Berakhot 4:1.28,Berakhot 7:2.2
300,Rav Abba bar Ḥana,Rav Abba bar Ḥana,6,Berakhot 1:1.31,Shabbat 4:2.8,Sukkah 3:10.3
301,Rebbi Eleazar ben Antigonos,R' Elazar ben Antigonos,6,Berakhot 2:6.2,Berakhot 5:2.13,Berakhot 5:2.14
302,Rebbi Nassa,R' Nassa,6,Berakhot 3:1.22,Berakhot 7:2.5,Kilayim 3:1.5
303,Rebbi Yose ben Yose,R' Yose ben Yose,6,Berakhot 3:4.15,Terumot 1:5.6,Shabbat 8:6.5
304,Rebbi Eudaimon of Haifa,R' Avdimi of Haifa,6,Berakhot 4:1.30,Kilayim 4:2.5,Eruvin 1:9.5
305,Rebbi Aḥa bar Isaac,R' Aḥa bar Yitzḥak,6,Berakhot 4:3.12,Shabbat 3:3.9,Shabbat 6:2.7
306,Rebbi Shila,R' Shila,6,Berakhot 4:6.5,Shekalim 5:1.15,Sukkah 5:5.2
307,the brother of Rebbi Berekhiah,the brother of R' Berekhiah,6,Berakhot 7:1.8,Shabbat 15:3.6,Yoma 4:1.9
308,Samuel bar Shilat,Shmuel bar Shilat,6,Berakhot 7:2.6,Peah 8:4.4,Eruvin 3:1.6
309,Rebbi Simeon bar Laqish,R' Shimon bar Lakish,6,Berakhot 9:1.24,Peah 1:1.12,Peah 1:3.2
310,Rebbi Joshua ben Ḥananiah,R' Yehoshua ben Ḥananiah,6,Berakhot 9:2.9,Maaser Sheni 5:3.9,Maaser Sheni 5:4.5
311,Dama ben Netinah,Dama ben Netinah,6,Peah 1:1.22,Kiddushin 1:7.6,
312,Ḥiyya bar Ada,Ḥiyya bar Ada,6,Peah 2:2.4,Terumot 1:5.9,Pesachim 7:2.8
313,Rebbi Redifa,R' Redifa,6,Peah 4:6.5,Maaser Sheni 5:4.6,Eruvin 1:10.3
314,Rebbi Aḥa bar Ulla,R' Aḥa bar Ulla,6,Demai 6:2.12,Maaser Sheni 5:3.7,Eruvin 3:1.8
315,Rebbi Ḥinena bar Pappos,R' Ḥinena bar Pappos,6,Sheviit 5:1.4,Terumot 8:3.24,Shabbat 19:1.6
316,Nathan bar Hoshaiah,Natan bar Hoshaiah,6,Terumot 7:1.6,Terumot 7:1.7,Ketubot 3:1.10
317,Rebbi Jonathan ben Rebbi Yose,R' Yonatan ben R' Yose,6,Maasrot 5:2.5,,
318,Rebbi Ḥiyya bar Julianus,R' Ḥiyya bar Julianus,6,Orlah 2:1.4,Yoma 2:2.3,Nedarim 3:1.3
319,Rav Ada bar Ahava,Rav Ada bar Ahava,6,Bikkurim 1:5.4,Shabbat 6:7.2,Shabbat 19:2.4
320,Rebbi Simeon ben Yoṣadaq,R' Shimon ben Yotzadaq,6,Shabbat 1:1.20,Sukkah 1:1.7,Ketubot 7:7.2
321,Ḥanin bar Abba,Ḥanin bar Abba,6,Shabbat 6:2.5,Pesachim 4:3.7,Sukkah 1:2.3
322,Rebbi Jehudah ben Levi,R' Yehudah ben Levi,6,Shabbat 7:2.54,Shabbat 7:2.59,Shabbat 17:1.7
323,Rebbi Joshua ben Bathyra,R' Yehoshua ben Bathyra,6,Shabbat 8:1.9,Shabbat 12:5.1,Shabbat 12:5.3
324,Rav Eudaimon,Rav Avdimi,6,Shabbat 8:1.9,Eruvin 1:6.5,Shekalim 8:1.3
325,Rebbi Ṣadoq,R' Tzadoq,6,Shabbat 20:2.1,Shabbat 24:5.1,Pesachim 7:2.1
326,Rebbi Dosa ben Hyrkanos,R' Dosa ben Hyrkanos,6,Eruvin 3:10.1,Rosh Hashanah 2:6.1,Rosh Hashanah 2:8.1
327,Mar Uqban,Mar Ukban,6,Eruvin 6:8.8,Eruvin 7:1.6,Eruvin 8:5.2
328,Rebbi Samuel bar Nahman,R' Shmuel bar Nahman,6,Pesachim 4:4.3,Yoma 1:1.9,Yoma 3:8.6
329,Rebbi Jehudah ben Laqish,R' Yehudah ben Lakish,6,Shekalim 6:1.5,Sotah 8:3.3,Sanhedrin 1:1.27
330,Ben Illem,Ben Illem,6,Yoma 1:1.22,Megillah 1:10.5,Horayot 3:2.30
331,Rebbi Matthew ben Ḥarash,R' Matthew ben Ḥarash,6,Yoma 8:5.1,Yoma 8:7.4,Megillah 1:9.13
332,Rebbi Jehudah ben Baba,R' Yehudah ben Baba,6,Yevamot 16:3.6,Yevamot 16:5.1,Yevamot 16:5.5
333,Ben Nannas,Ben Nannas,6,Bava Metzia 8:8.2,Bava Batra 7:3.1,Bava Batra 10:10.1
334,Rebbi Simeon bar Yoḥai,R' Shimon bar Yoḥai,5,Berakhot 1:1.35,Berakhot 4:4.11,Berakhot 9:2.18
335,Rebbi Abba bar Aḥa,R' Abba bar Aḥa,5,Berakhot 1:6.4,Berakhot 3:4.12,Shabbat 1:4.15
336,Rebbi Aḥai,R' Aḥai,5,Berakhot 2:1.3,Kilayim 4:5.2,Ketubot 3:1.5
337,Rebbi Ḥisqiah,R' Ḥisqiah,5,Berakhot 2:3.9,Eruvin 10:1.4,Shekalim 1:1.5
338,Rebbi Hillel,R' Hillel,5,Berakhot 2:5.7,Sheviit 6:1.3,Terumot 1:5.8
339,Rebbi Yose bar Ḥalaphta,R' Yose bar Ḥalafta,5,Berakhot 2:8.5,Berakhot 3:4.14,Taanit 1:6.9
340,Rebbi Yose ben Rebbi Abin,R' Yose ben R' Abin,5,Berakhot 5:1.5,Shabbat 9:1.3,Ketubot 1:3.2
341,Rebbi Abba the son of Rebbi Ḥiyya bar Abba,R' Abba the son of R' Ḥiyya bar Abba,5,Berakhot 5:3.7,Yoma 5:6.11,Megillah 1:9.11
342,Rebbi Tanḥum bar Yudan,R' Tanḥum bar Yudan,5,Berakhot 6:1.10,Berakhot 7:5.9,Yoma 1:1.10
343,the son of Rebbi Joshua,the son of R' Yehoshua,5,Berakhot 6:5.5,Shekalim 6:1.14,Sotah 8:3.11
344,Rav Ḥinena,Rav Ḥinena,5,Berakhot 8:6.11,Maasrot 1:1.5,Shabbat 1:1.25
345,Rebbi Yose ben Zimra,R' Yose ben Zimra,5,Peah 1:1.35,Yevamot 6:6.6,Ketubot 11:2.5
346,Rebbi Yudan from Kappadokia,R' Yudan from Kappadokia,5,Peah 1:4.3,Kilayim 8:1.5,Terumot 5:1.3
347,Rebbi Eleazar ben Rebbi Ẓadoq,R' Elazar ben R' Tzadoq,5,Peah 2:3.1,Sheviit 2:3.1,Maasrot 4:2.1
348,Rebbi Pedaiah,R' Pedaiah,5,Demai 5:5.2,Terumot 4:7.8,Maaser Sheni 2:3.3
349,Rav Abba,Rav Abba,5,Kilayim 1:1.6,Terumot 8:3.22,Shekalim 2:1.3
350,Rebbi Joshua ben Qorḥah,R' Yehoshua ben Qorḥah,5,Kilayim 4:2.3,Maasrot 3:4.5,Eruvin 1:9.3
351,Rebbi Issy,R' Issy,5,Kilayim 8:3.8,Pesachim 7:11.3,Pesachim 7:13.4
352,Bar Delaiah,Bar Delaiah,5,Sheviit 2:4.4,Terumot 10:5.2,Eruvin 6:8.8
353,Rebbi Aḥa bar Jacob,R' Aḥa bar Ya'akov,5,Sheviit 6:1.6,Terumot 3:3.9,Yoma 2:2.4
354,Rebbi Ḥanina ben Antigonos,R' Ḥanina ben Antigonos,5,Sheviit 6:3.1,Bikkurim 2:1.8,Shabbat 4:2.9
355,Rebbi Simeon bar Karsana,R' Shimon bar Karsana,5,Terumot 2:1.19,Shabbat 3:1.10,Shabbat 14:3.2
356,Rebbi Simeon ben Menassiah,R' Shimon ben Menassiah,5,Terumot 7:1.12,Megillah 1:6.4,Chagigah 1:7.1
357,Abba bar Rav Ḥuna,Abba bar Rav Ḥuna,5,Terumot 8:1.16,Shabbat 11:5.2,Eruvin 3:3.4
358,Rebbi Isaac bar Bisna,R' Yitzḥak bar Bisna,5,Maasrot 1:5.4,Shekalim 3:2.9,Shekalim 8:1.3
359,Rebbi Samuel bar Ḥiyya bar Jehudah,R' Shmuel bar Ḥiyya bar Yehudah,5,Maaser Sheni 3:2.5,Shabbat 1:1.25,Yevamot 8:1.8
360,Rebbi Joshua from Sikhnin,R' Yehoshua from Sikhnin,5,Bikkurim 2:1.5,Megillah 1:11.3,Megillah 1:11.5
361,Rebbi Aha,R' Aha,5,Shabbat 1:2.7,Shabbat 14:1.4,Eruvin 1:1.19
362,Rav Abun,Rav Abun,5,Shabbat 1:4.17,Pesachim 4:3.6,Beitzah 1:3.3
363,Rebbi Eleazar ben Thaddeus,R' Elazar ben Thaddeus,5,Shabbat 3:3.3,Eruvin 6:5.2,
364,Ḥiyya bar Ashi,Ḥiyya bar Ashi,5,Shabbat 3:7.6,Shabbat 7:2.32,Yevamot 4:11.5
365,Bar Ulla,Bar Ulla,5,Shabbat 4:2.7,Yoma 7:1.5,Beitzah 1:7.2
366,Rebbi Abba bar Ḥana,R' Abba bar Ḥana,5,Shabbat 4:2.10,Megillah 1:9.19,Bava Kamma 9:7.2
367,Rebbi Jacob bar Sosai,R' Ya'akov bar Sosai,5,Shabbat 6:4.2,Rosh Hashanah 1:8.4,Megillah 2:7.5
368,Rebbi Hoshaia ben Rebbi Shammai,R' Hoshaya ben R' Shammai,5,Shabbat 11:5.6,Megillah 3:2.6,Moed Katan 2:3.2
369,Rebbi Zeˋura,R' Ze'ura,5,Shabbat 12:1.4,Pesachim 1:8.8,Yoma 1:5.8
370,Bar Pazi,Bar Pazi,5,Shabbat 12:3.3,Avodah Zarah 2:7.4,Horayot 3:5.15
371,Ḥinena bar Shelemiah,Ḥinena bar Shelemiah,5,Shabbat 17:2.3,Eruvin 1:3.6,Sukkah 1:1.10
372,Rebbi Jehudah bar Pazy,R' Yehudah bar Pazy,5,Eruvin 3:5.3,Megillah 1:1.4,Megillah 1:9.5
373,Rebbi Simeon ben Josadaq,R' Shimon ben Josadaq,5,Pesachim 1:5.6,Pesachim 2:2.17,Pesachim 2:3.2
374,Rebbi Eleazar ben Rebbi Sadoq,R' Elazar ben R' Sadoq,5,Pesachim 3:6.4,Rosh Hashanah 2:5.1,Sanhedrin 1:2.15
375,Rebbi Banaia,R' Banaia,5,Pesachim 4:1.5,Taanit 4:2.5,Taanit 4:5.7
376,Bar Pedaya,Bar Pedaya,5,Pesachim 6:1.18,Pesachim 7:12.2,Taanit 4:1.3
377,Rebbi Aḥa bar Pappus,R' Aḥa bar Pappus,5,Beitzah 5:2.6,Rosh Hashanah 4:4.2,Rosh Hashanah 4:8.3
378,Rebbi Ḥanina ben Rebbi Abbahu,R' Ḥanina ben R' Abbahu,5,Taanit 1:1.16,Yevamot 2:4.9,Yevamot 4:11.6
379,Rebbi Eleazar from Modiin,R' Elazar from Modiin,5,Taanit 4:5.13,Megillah 1:9.4,
380,Rebbi Jacob ben Rebbi Abun,R' Ya'akov ben R' Abun,5,Moed Katan 3:1.13,Yevamot 10:7.6,Ketubot 5:1.4
381,Rebbi Ze‘ura,R' Ze'ura,5,Ketubot 3:7.2,Ketubot 6:6.3,Ketubot 9:7.2
382,Ben Nanas,Ben Nanas,5,Ketubot 10:1.4,Ketubot 10:5.1,Ketubot 10:5.2
383,Rebbi Abin bar Cahana,R' Abin bar Kahana,5,Nedarim 1:3.11,Gittin 3:6.4,Avodah Zarah 1:1.5
384,Rebbi Abba bar Mina,R' Abba bar Mina,5,Bava Metzia 1:4.3,Bava Metzia 1:5.3,Bava Metzia 4:1.3
385,Rav Ada bar Aḥava,Rav Ada bar Aḥava,4,Berakhot 1:2.7,Berakhot 3:5.17,Pesachim 9:1.7
386,R. Zeïra,R' Ze'ira,4,Berakhot 1:6.5,Berakhot 8:2.13,Kilayim 9:1.11
387,Rebbi Ilaï,R' Illai,4,Berakhot 1:6.7,Berakhot 5:1.21,Peah 6:2.4
388,Rebbi Alexander,R' Alexander,4,Berakhot 2:4.10,Rosh Hashanah 4:8.3,Yevamot 7:5.5
389,Rabban Gamliël,Rabban Gamliel,4,Berakhot 2:6.1,Berakhot 2:9.3,Berakhot 2:9.4
390,Rebbi Josiah,R' Josiah,4,Berakhot 2:6.5,Berakhot 3:4.13,Yevamot 7:1.4
391,Rebbi Illai,R' Illai,4,Berakhot 2:8.7,Peah 5:2.3,Eruvin 2:8.1
392,Rebbi Judah bar Titus,R' Yehudah bar Titus,4,Berakhot 3:4.11,Sheviit 5:4.4,Gittin 5:10.4
393,Rebbi Joshua of Sikhnin,R' Yehoshua of Sikhnin,4,Berakhot 4:1.22,Yoma 4:1.3,Taanit 4:1.6
394,Rebbi Eudaimon of Sepphoris,R' Avdimi of Sepphoris,4,Berakhot 4:3.13,Taanit 2:2.13,Megillah 1:12.4
395,Rebbi Yose from Sidon,R' Yose from Sidon,4,Berakhot 4:4.3,Terumot 11:5.12,Yevamot 12:2.6
396,Rebbi Jose,R' Jose,4,Berakhot 5:1.18,Kilayim 1:6.3,Shabbat 1:8.4
397,Rebbi Eleazar ben Rebbi Yannai,R' Elazar ben R' Yannai,4,Berakhot 5:2.13,Berakhot 5:2.14,Maasrot 4:2.4
398,Rebbi Naḥum bar Simai,R' Naḥum bar Simai,4,Berakhot 8:6.4,Maasrot 1:2.3,Beitzah 5:5.2
399,Abba bar Ḥana,Abba bar Ḥana,4,Berakhot 8:8.4,Gittin 1:1.7,Niddah 2:7.6
400,Rebbi Benjamin ben Levi,R' Binyamin ben Levi,4,Peah 1:1.2,Terumot 1:1.9,Terumot 3:1.3
401,Rebbi Jehudah ben Ḥanina,R' Yehudah ben Ḥanina,4,Peah 1:1.12,Ketubot 4:8.6,Ketubot 4:8.7
402,Huna bar Ḥiyya,Huna bar Ḥiyya,4,Peah 1:1.28,Kiddushin 1:7.5,Kiddushin 1:7.12
403,Rebbi Jacob bar Zabdi,R' Ya'akov bar Zabdi,4,Peah 1:5.2,Sheviit 4:2.4,Ketubot 9:3.3
404,ben Levi,ben Levi,4,Peah 1:5.6,Eruvin 3:2.4,Avodah Zarah 1:9.7
405,Rebbi Ayvu bar Naggari,R' Ayvu bar Naggari,4,Peah 7:5.5,Maaser Sheni 5:2.13,Yevamot 1:1.14
406,R. Hoshaia,R' Hoshaya,4,Demai 1:3.21,Demai 1:3.22,
407,Rebbi Lazar,R' Lazar,4,Demai 2:1.3,Sheviit 4:2.6,Maasrot 2:3.4
408,Rebbi Yannai ben Rebbi Ismaël,R' Yannai ben R' Yishmael,4,Demai 2:2.5,Demai 4:1.6,Demai 4:2.2
409,"Rebbi Samuel, the son of Rebbi Yose ben Rebbi Abun","R' Shmuel, the son of R' Yose ben R' Abun",4,Demai 4:1.10,Beitzah 1:7.2,Rosh Hashanah 1:1.8
410,Rebbi Issi,R' Issi,4,Demai 4:3.4,Terumot 8:4.12,Maaser Sheni 4:5.4
411,Rebbi Ba,R' Ba,4,Demai 4:3.9,Maaser Sheni 3:6.9,Yoma 8:5.2
412,Rebbi Hillel ben Rebbi Vales,R' Hillel ben R' Vales,4,Kilayim 1:1.7,Kilayim 2:8.8,Kilayim 9:1.7
413,R. Ismael,R' Yishmael,4,Kilayim 9:3.8,Ketubot 12:3.8,
414,R. Ḥaggai,R' Ḥaggai,4,Kilayim 9:3.10,Ketubot 12:3.10,
415,Rebbi Bar Qiria,R' Bar Qiria,4,Kilayim 9:3.17,Ketubot 12:3.17,
416,Rebbi Jacob bar Ada,R' Ya'akov bar Ada,4,Kilayim 9:4.6,Shabbat 12:1.7,Pesachim 6:1.12
417,Rav Hoshaiah,Rav Hoshaiah,4,Sheviit 5:2.5,Bikkurim 1:5.8,Gittin 2:6.2
418,Bar Qappara from the South,Bar Kappara from the South,4,Sheviit 5:2.5,Yoma 1:1.25,Beitzah 3:4.2
419,Ben Qappara,Ben Kappara,4,Sheviit 6:1.10,Yevamot 7:3.4,
420,Rav Amram,Rav Amram,4,Sheviit 10:1.14,Sheviit 10:1.16,Bava Metzia 1:1.3
421,Rebbi Ḥanina ben Rebbi Hillel,R' Ḥanina ben R' Hillel,4,Terumot 4:4.4,Yoma 8:6.6,Chagigah 2:5.4
422,Rebbi Yudan bar Pazi,R' Yudan bar Pazi,4,Terumot 5:2.2,Shabbat 9:3.7,Sukkah 2:8.3
423,Rebbi Abbai,R' Abbai,4,Terumot 5:2.2,Rosh Hashanah 1:8.4,Megillah 2:7.5
424,Rebbi Ḥanina the son of Rebbi Hillel,R' Ḥanina the son of R' Hillel,4,Terumot 5:2.2,Challah 3:4.7,Shabbat 3:3.14
425,Rebbi Immi the Babylonian,R' Immi the Babylonian,4,Terumot 7:1.5,Ketubot 3:1.9,Gittin 2:1.4
426,Rebbi Joshua ben Zeidal,R' Yehoshua ben Zeidal,4,Terumot 8:3.4,Avodah Zarah 2:3.2,
427,Rebbi Isaac bar Gufta,R' Yitzḥak bar Gufta,4,Maasrot 1:4.12,Shabbat 3:5.3,Pesachim 7:7.9
428,Rebbi Hilai,R' Hilai,4,Maasrot 2:3.4,Sotah 2:4.3,Sotah 3:3.4
429,Rebbi Gorion,R' Gorion,4,Maaser Sheni 2:2.7,Megillah 3:1.4,Moed Katan 3:5.19
430,the son of the daughter of Jacob,the son of the daughter of Ya'akov,4,Maaser Sheni 5:1.6,Shekalim 1:1.14,Moed Katan 1:2.8
431,Rebbi Uziel the son of Rebbi Onias from Hauran,R' Uziel the son of R' Onias from Hauran,4,Maaser Sheni 5:1.6,Shekalim 1:1.14,Moed Katan 1:2.8
432,Rebbi Joshua from Ono,R' Yehoshua from Ono,4,Orlah 1:2.8,Shabbat 1:4.3,Shabbat 1:4.13
433,Rav Assi,Rav Assi,4,Shabbat 1:3.4,Yevamot 4:11.2,Yevamot 11:5.5
434,Rebbi Abba bar Bina,R' Abba bar Bina,4,Shabbat 2:6.7,Yoma 4:4.9,Ketubot 1:2.2
435,Rebbi Simeon ben Menassia,R' Shimon ben Menassia,4,Shabbat 3:3.8,Shabbat 3:4.3,Chagigah 1:7.1
436,Rabban Gamliel ben Rebbi,Rabban Gamliel ben R',4,Shabbat 6:1.11,Ketubot 13:3.2,Bava Batra 9:1.3
