rank,name,normalized_name,count,example_1,example_2,example_3
1346,Rebbi Aḥawa bar Ze`ira,R' Aḥava bar Ze'ira,1,Pesachim 1:1.7,,
1347,Rabbi Gamliel bar Inyany,Rabbi Gamliel bar Inyany,1,Pesachim 1:1.9,,
1348,Rebbi Phineas from Yafo,R' Pinḥas from Yafo,1,Pesachim 1:1.17,,
1349,Yose ben Yoˋezer from Sereda,Yose ben Yoˋezer from Sereda,1,Pesachim 1:6.3,,
1350,Simeon ben Šetah,Shimon ben Šetah,1,Pesachim 1:6.3,,
1351,Rebbi Ḥiyya bar Abba from Tyre,R' Ḥiyya bar Abba from Tyre,1,Pesachim 1:8.3,,
1352,Rebbi Aḥava ben Rebbi Zeˋira,R' Aḥava ben R' Ze'ira,1,Pesachim 2:4.3,,
1353,Rebbi Ḥanina the son of Rebbi Kihai,R' Ḥanina the son of R' Kihai,1,Pesachim 2:7.6,,
1354,Rebbi Kirai,R' Kirai,1,Pesachim 2:7.6,,
1355,Rebbi Hitta bar Abba,R' Hitta bar Abba,1,Pesachim 3:1.8,,
1356,Rebbi Ulla of Caesarea,R' Ulla of Caesarea,1,Pesachim 3:2.6,,
1357,Rebbi Eleazar bar Sadoq,R' Elazar bar Sadoq,1,Pesachim 3:6.1,,
1358,Rav Yanta,Rav Yanta,1,Pesachim 4:1.5,,
1359,Rebbi Yudan ben Rebbi Ḥanin,R' Yudan ben R' Ḥanin,1,Pesachim 4:4.2,,
1360,Rebbi Yose ben Saul,R' Yose ben Saul,1,Pesachim 4:4.3,,
1361,Rebbi Jacob ben Rebbi Sosai,R' Ya'akov ben R' Sosai,1,Pesachim 4:9.2,,
1362,the son of Ben,the son of Ben,1,Pesachim 4:9.9,,
1363,Ḥanania ben Jehudah,Ḥanania ben Yehudah,1,Pesachim 5:1.3,,
1364,Rebbi Pamakh,R' Pamakh,1,Pesachim 5:7.2,,
1365,Eleazar ben Azaria,Elazar ben Azaria,1,Pesachim 6:1.7,,
1366,Rebbi Joshua ben Qabusai,R' Yehoshua ben Qabusai,1,Pesachim 6:1.7,,
1367,Rebbi Sobaya,R' Sobaya,1,Pesachim 6:1.18,,
1368,Rebbi Jacob bar Dosay,R' Ya'akov bar Dosay,1,Pesachim 6:4.3,,
1369,Rebbi Ada bar Ahawah,R' Ada bar Ahawah,1,Pesachim 6:5.5,,
1370,Rebbi Ḥiyyas bar Abba,R' Ḥiyyas bar Abba,1,Pesachim 7:1.2,,
1371,Rav Samuel bar Rav Isaac,Rav Shmuel bar Rav Yitzḥak,1,Pesachim 7:12.3,,
1372,bar Hana,bar Hana,1,Pesachim 8:6.2,,
1373,Rebbi Simon ben Joṣadaq,R' Shimon ben Yotzadak,1,Pesachim 9:3.4,,
1374,Ben Bag,Ben Bag,1,Pesachim 9:5.3,,
1375,Rebbi Jacob ben Qorshai,R' Ya'akov ben Qorshai,1,Pesachim 10:1.3,,
1376,R. Abun,R' Abun,1,Pesachim 10:1.7,,
1377,Rebbi Eliezer ben Rebbi Sadoq,R' Eliezer ben R' Sadoq,1,Pesachim 10:3.1,,
1378,Rebbi Abunah bar Sehora,R' Abunah bar Sehora,1,Pesachim 10:5.3,,
1379,Rebbi Inainy bar Sisay,R' Inainy bar Sisay,1,Pesachim 10:6.4,,
1380,Ḥanania bar Shilat,Ḥanania bar Shilat,1,Pesachim 10:6.4,,
1381,Ben Kovri,Ben Kovri,1,Shekalim 1:3.4,,
1382,Rebbi Phineas ben Rebbi Ḥananiah,R' Pinḥas ben R' Ḥananiah,1,Shekalim 2:1.6,,
1383,Rebbi Joshua the son of Rebbi Neḥemiah,R' Yehoshua the son of R' Neḥemiah,1,Shekalim 2:3.5,,
1384,Rebbi Idi from Ḥutra,R' Idi from Ḥutra,1,Shekalim 2:5.2,,
1385,Rebbi Yose ben Qisma,R' Yose ben Qisma,1,Shekalim 2:5.4,,
1386,Ben Idi,Ben Idi,1,Shekalim 2:5.4,,
1387,Bar Petaiah,Bar Petaiah,1,Shekalim 2:5.6,,
1388,Ada bar Ahavah,Ada bar Ahavah,1,Shekalim 2:5.6,,
1389,Rebbi Yose ben Pazi,R' Yose ben Pazi,1,Shekalim 3:2.8,,
1390,Rebbi Yose ben Bevin,R' Yose ben Bevin,1,Shekalim 3:2.8,,
1391,Rav Beva,Rav Beva,1,Shekalim 3:2.9,,
1392,Rav Abuha of Iman,Rav Abuha of Iman,1,Shekalim 3:2.9,,
1393,Rebbi Onias from Berat,R' Onias from Berat,1,Shekalim 4:2.2,,
1394,Rebbi Isaac bar Redifa,R' Yitzḥak bar Redifa,1,Shekalim 4:2.3,,
1395,Bar Zemina,Bar Zemina,1,Shekalim 4:2.6,,
1396,Rebbi Samuel bar Rav,R' Shmuel bar Rav,1,Shekalim 4:3.2,,
1397,Rebbi Pappaeus,R' Pappaeus,1,Shekalim 4:4.1,,
1398,Joḥanan ben Phineas,Yoḥanan ben Pinḥas,1,Shekalim 5:1.1,,
1399,Mathew ben Samuel,Mathew ben Shmuel,1,Shekalim 5:1.1,,
1400,Ben Gever,Ben Gever,1,Shekalim 5:1.1,,
1401,Ben Bevai,Ben Bevai,1,Shekalim 5:1.1,,
1402,Ben Arza,Ben Arza,1,Shekalim 5:1.1,,
1403,Ben Ḥanikai,Ben Ḥanikai,1,Shekalim 5:1.8,,
1404,Rebbi Ḥama the father of Rabbi Oshaia,R' Ḥama the father of Rabbi Oshaia,1,Shekalim 5:4.2,,
1405,Rebbi Ḥanania the Second,R' Ḥanania the Second,1,Shekalim 6:1.1,,
1406,son of David,son of David,1,Shekalim 6:1.6,,
1407,Rebbi Jehudah bar Ilay,R' Yehudah bar Ilay,1,Shekalim 6:1.8,,
1408,Rebbi Eleazar ben Rebbi Ḥaggai,R' Elazar ben R' Ḥaggai,1,Shekalim 7:2.6,,
1409,Rebbi Yudan from Antodria,R' Yudan from Antodria,1,Shekalim 8:4.4,,
1410,Rebbi Ba bar Binah,R' Ba bar Binah,1,Yoma 1:1.7,,
1411,Rebbi Ḥiyya bar Yose,R' Ḥiyya bar Yose,1,Yoma 1:1.13,,
1412,ben Torta,ben Torta,1,Yoma 1:1.20,,
1413,Rebbi Gamliel bar Inyani,R' Gamliel bar Inyani,1,Yoma 1:1.27,,
1414,Zacariah ben Qebutal,Zacariah ben Qebutal,1,Yoma 1:6.1,,
1415,Rebbi Ḥiyya ben Joseph,R' Ḥiyya ben Yosef,1,Yoma 2:1.10,,
1416,Rebbi Sadoq,R' Sadoq,1,Yoma 2:1.17,,
1417,Mathatias ben Samuel,Mathatias ben Shmuel,1,Yoma 3:1.1,,
1418,Rebbi Joshua bar Abin,R' Yehoshua bar Abin,1,Yoma 3:5.4,,
1419,Rebbi Anyani bar Sosai,R' Anyani bar Sosai,1,Yoma 3:5.4,,
1420,Rebbi Ismael ben Phiabi,R' Yishmael ben Phiabi,1,Yoma 3:6.10,,
1421,Rebbi Eleazar ben Hartom,R' Elazar ben Hartom,1,Yoma 3:6.10,,
1422,Rebbi Iniany bar Sosay,R' Iniany bar Sosay,1,Yoma 3:7.8,,
1423,Ben Qatin,Ben Qatin,1,Yoma 3:8.1,,
1424,Rebbi Simeon ben Carsana,R' Shimon ben Carsana,1,Yoma 3:8.5,,
1425,Rebbi Patroki,R' Patroki,1,Yoma 4:4.9,,
1426,the brother of Rebbi Drosa,the brother of R' Drosa,1,Yoma 4:4.9,,
1427,Ḥinena bar Isaac,Ḥinena bar Yitzḥak,1,Yoma 4:4.12,,
1428,Rebbi Ḥananiah ben Tradion,R' Ḥananiah ben Tradion,1,Yoma 5:1.3,,
1429,Ben Qimḥit,Ben Qimḥit,1,Yoma 5:1.6,,
1430,Rebbi Samuel bar Ḥananiah,R' Shmuel bar Ḥananiah,1,Yoma 5:4.2,,
1431,Rebbi Yuda bar Pazi,R' Yuda bar Pazi,1,Yoma 6:5.3,,
1432,Rebbi Jonathan of Bet,R' Yonatan of Bet,1,Yoma 7:3.4,,
1433,Rebbi Zeˋurah bar Ḥama,R' Zeˋurah bar Ḥama,1,Yoma 8:1.5,,
1434,Rebbi Yose bar Halaphta,R' Yose bar Halaphta,1,Yoma 8:1.10,,
1435,Ben Avatiah,Ben Avatiah,1,Yoma 8:2.3,,
1436,Rebbi Levi from Sokho,R' Levi from Sokho,1,Yoma 8:6.5,,
1437,Rebbi Abba bar Binah,R' Abba bar Binah,1,Yoma 8:7.8,,
1438,Rebbi Yose ben Ḥaninah,R' Yose ben Ḥaninah,1,Sukkah 1:1.11,,
1439,the father of Rebbi Oshaia,the father of R' Oshaia,1,Sukkah 1:2.3,,
1440,Rebbi Jacob bar Abbaya,R' Ya'akov bar Abbaya,1,Sukkah 1:6.3,,
1441,Rebbi Jacob bar Yafliti,R' Ya'akov bar Yafliti,1,Sukkah 2:5.5,,
1442,Rebbi Simon bar Zeved,R' Shimon bar Zeved,1,Sukkah 2:8.4,,
1443,Rebbi Maluk,R' Maluk,1,Sukkah 3:1.6,,
1444,Yose bar Manisha,Yose bar Manisha,1,Sukkah 3:1.8,,
1445,Rebbi Daniel ben Rav Qatina,R' Daniel ben Rav Qatina,1,Sukkah 4:3.3,,
1446,Rebbi Ayvi bar Nagari,R' Ayvi bar Nagari,1,Sukkah 4:3.3,,
1447,Rebbi Abba from Saronga,R' Abba from Saronga,1,Sukkah 4:3.6,,
1448,Rebbi Zibai,R' Zibai,1,Sukkah 4:3.6,,
1449,Yose Bar Ashian,Yose Bar Ashian,1,Sukkah 4:6.4,,
1450,Rebbi Judah bar Laqqara,R' Yehudah bar Laqqara,1,Sukkah 4:6.5,,
1451,Ben Yehoṣadaq,Ben Yehotzadaq,1,Sukkah 5:4.3,,
1452,Rebbi Judah ben Titus,R' Yehudah ben Titus,1,Sukkah 5:8.4,,
1453,Jehudah ben Shamuai,Yehudah ben Shamuai,1,Beitzah 1:1.8,,
1454,Rebbi Joṣadaq,R' Yotzadak,1,Beitzah 1:1.9,,
1455,Rav Zera,Rav Zera,1,Beitzah 1:3.3,,
1456,Rebbi Abba bar Joseph,R' Abba bar Yosef,1,Beitzah 1:3.3,,
1457,Rebbi Eleazar the son of Rebbi Eleazar,R' Elazar the son of R' Elazar,1,Beitzah 1:3.4,,
1458,Jehudah the son of Rebbi Ḥiyya,Yehudah the son of R' Ḥiyya,1,Beitzah 1:4.2,,
1459,Rebbi Ismael ben Rebbi,R' Yishmael ben R',1,Beitzah 1:7.2,,
1460,Bar Gerontios,Bar Gerontios,1,Beitzah 1:7.3,,
1461,Rav Hoshaia the son of Rav Isaac,Rav Hoshaya the son of Rav Yitzḥak,1,Beitzah 1:7.4,,
1462,Rebbi Isaac ben Rebbi Elazar,R' Yitzḥak ben R' Elazar,1,Beitzah 1:9.3,,
1463,the father of Rebbi Eudaimon of Sepphoris,the father of R' Avdimi of Sepphoris,1,Beitzah 1:9.3,,
1464,Rebbi Ḥanina bar Yaqe,R' Ḥanina bar Yaqe,1,Beitzah 1:10.5,,
1465,Rebbi Cahana the son of Rebbi Ḥiyya bar Abba,R' Kahana the son of R' Ḥiyya bar Abba,1,Beitzah 2:1.3,,
1466,Rebbi Abba bar Zavdi,R' Abba bar Zavdi,1,Beitzah 2:1.3,,
1467,Rebbi Simeon ben Rebbi Ḥiyya,R' Shimon ben R' Ḥiyya,1,Beitzah 2:8.2,,
1468,Bar Delaya,Bar Delaya,1,Beitzah 2:8.3,,
1469,Rebbi Idi from Ḥotra,R' Idi from Ḥotra,1,Beitzah 2:8.3,,
1470,Rebbi Qiris from Irma,R' Qiris from Irma,1,Beitzah 2:8.3,,
1471,Shaul ben Botnit,Shaul ben Botnit,1,Beitzah 3:8.1,,
1472,Zeura bar Ḥama,Zeura bar Ḥama,1,Beitzah 3:8.2,,
1473,Rebbi Ḥanin bar Levi,R' Ḥanin bar Levi,1,Beitzah 4:1.2,,
1474,Ḥinena bar Idi,Ḥinena bar Idi,1,Beitzah 4:4.5,,
1475,Rebbi Hillel son of Rabbi Vales,R' Hillel son of Rabbi Vales,1,Beitzah 5:2.10,,
1476,Rabbi Ila,Rabbi Ila,1,Beitzah 5:2.10,,
1477,the brother of Rebbi Ila,the brother of R' Ila,1,Beitzah 5:2.16,,
1478,Rebbi Joḥanan from Karṣion,R' Yoḥanan from Kartzion,1,Beitzah 5:5.2,,
1479,Rebbi Isaac bar Qaṣaṣata,R' Yitzḥak bar Qatzatzata,1,Rosh Hashanah 1:1.5,,
1480,Rebbi Sachariah,R' Sachariah,1,Rosh Hashanah 1:1.11,,
1481,Rebbi Samuel ben Isaac,R' Shmuel ben Yitzḥak,1,Rosh Hashanah 1:1.14,,
1482,Rebbi Issachar from Kefar,R' Issachar from Kefar,1,Rosh Hashanah 1:3.4,,
1483,Rebbi Abba bar Pappos,R' Abba bar Pappos,1,Rosh Hashanah 4:1.2,,
1484,Rabban Joḥanan,Rabban Yoḥanan,1,Rosh Hashanah 4:2.2,,
1485,Rebbi Yose bar Qaṣarta,R' Yose bar Qatzarta,1,Rosh Hashanah 4:8.3,,
1486,Rebbi Mesharshia,R' Mesharshia,1,Rosh Hashanah 4:8.4,,
1487,Rebbi Abba bar Ilai,R' Abba bar Ilai,1,Rosh Hashanah 4:10.2,,
1488,Rabbi Ḥuna of Sepphoris,Rabbi Ḥuna of Sepphoris,1,Rosh Hashanah 4:10.5,,
1489,Rebbi Tanḥum ben Rebbi Jeremiah,R' Tanḥum ben R' Yirmeyah,1,Rosh Hashanah 4:10.5,,
1490,Rav Jehudah bar Ezechiel,Rav Yehudah bar Ezechiel,1,Taanit 1:3.4,,
1491,Ze`urah bar Ḥama,Ze`urah bar Ḥama,1,Taanit 1:6.5,,
1492,Yose the son of Rebbi Joshua,Yose the son of R' Yehoshua,1,Taanit 1:6.5,,
1493,Rebbi Yudan son of Rebbi,R' Yudan son of R',1,Taanit 1:7.2,,
1494,Rebbi Yudan ben Rebbi Menashe,R' Yudan ben R' Menashe,1,Taanit 2:1.4,,
1495,Rebbi Samuel ben Aina,R' Shmuel ben Aina,1,Taanit 2:1.7,,
1496,Rebbi Hanania ben Rebbi Isaac,R' Hanania ben R' Yitzḥak,1,Taanit 2:4.3,,
1497,Rebbi Ḥanania ben Teradion,R' Ḥanania ben Teradion,1,Taanit 2:10.1,,
1498,Rebbi Immi bar Ezechiel,R' Immi bar Ezechiel,1,Taanit 2:14.3,,
1499,Rav Abba bar Ilay,Rav Abba bar Ilay,1,Taanit 3:9.2,,
1500,Simeon ben Shataḥ,Shimon ben Shataḥ,1,Taanit 3:10.1,,
1501,Rebbi Ludah,R' Ludah,1,Taanit 3:10.4,,
1502,Rebbi Jehudah bar Pappai,R' Yehudah bar Pappai,1,Taanit 4:1.11,,
1503,Rebbi Ḥuṣpit,R' Ḥutzpit,1,Taanit 4:1.16,,
1504,Rebbi Derosa,R' Derosa,1,Taanit 4:2.9,,
1505,Ben Yaṣaf,Ben Yatzaf,1,Taanit 4:2.13,,
1506,Ben Ṣiṣit,Ben Tzitzit,1,Taanit 4:2.13,,
1507,Ben Qubisin,Ben Qubisin,1,Taanit 4:2.13,,
1508,Ben Kalba,Ben Kalba,1,Taanit 4:2.13,,
1509,Rebbi Yannai from Eli,R' Yannai from Eli,1,Taanit 4:2.13,,
1510,Rebbi Yose ben Rebbi Ḥalaphta,R' Yose ben R' Ḥalafta,1,Taanit 4:2.13,,
1511,Rebbi Neḥemiah from Nehemiah,R' Neḥemiah from Nehemiah,1,Taanit 4:2.13,,
1512,Rebbi Philippos ben Perita,R' Philippos ben Perita,1,Taanit 4:3.2,,
1513,Rebbi Yose ben Abbai,R' Yose ben Abbai,1,Taanit 4:5.2,,
1514,Rebbi Jehudah ben Rebbi Simon,R' Yehudah ben R' Shimon,1,Taanit 4:5.2,,
1515,Bar Yanta,Bar Yanta,1,Taanit 4:5.7,,
1516,Rebbi Zacharia,R' Zacharia,1,Taanit 4:5.8,,
1517,King Messias,King Messias,1,Taanit 4:5.13,,
1518,Rebbi Joḥanan ben Torta,R' Yoḥanan ben Torta,1,Taanit 4:5.13,,
1519,Rebbi Eleazar ben Ḥarsom,R' Elazar ben Ḥarsom,1,Taanit 4:5.16,,
1520,Joshua ben Yehoṣadaq the High,Yehoshua ben Yehotzadaq the High,1,Taanit 4:5.18,,
1521,bar Joseph,bar Yosef,1,Taanit 4:5.22,,
1522,Samuel bar Naḥman,Shmuel bar Naḥman,1,Megillah 1:1.2,,
1523,Rebbi Simeon ben Yohay,R' Shimon ben Yohay,1,Megillah 1:1.5,,
1524,Naḥman the son of Rebbi Samuel,Naḥman the son of R' Shmuel,1,Megillah 1:1.10,,
1525,Rebbi Ḥabiba,R' Ḥabiba,1,Megillah 1:1.10,,
1526,Rebbi Justus ben Rebbi Shunem,R' Yustus ben R' Shunem,1,Megillah 1:1.12,,
1527,Rebbi Isaac ben Rebbi Ḥiyya,R' Yitzḥak ben R' Ḥiyya,1,Megillah 1:4.8,,
1528,Rebbi Yudan from Gezur,R' Yudan from Gezur,1,Megillah 1:5.7,,
1529,Rebbi Eleazar ben Protos,R' Elazar ben Protos,1,Megillah 1:9.4,,
1530,Rebbi Immi bar Ḥinena,R' Immi bar Ḥinena,1,Megillah 1:9.5,,
1531,Rebbi Aḥa the son of Rebbi Simeon,R' Aḥa the son of R' Shimon,1,Megillah 1:9.8,,
1532,Rebbi Jacob bar Abiah,R' Ya'akov bar Abiah,1,Megillah 1:9.8,,
1533,Rav Shesha the son of Rav Ḥananel,Rav Shesha the son of Rav Ḥananel,1,Megillah 1:9.10,,
1534,the brother of Rebbi Abba bar Bina,the brother of R' Abba bar Bina,1,Megillah 1:9.10,,
1535,Rebbi Yose ben Rebbi Ila`y,R' Yose ben R' Ila`y,1,Megillah 1:12.3,,
1536,Rebbi Simeon bar Miasha,R' Shimon bar Miasha,1,Megillah 1:12.5,,
1537,Rebbi Ezrah,R' Ezrah,1,Megillah 1:12.8,,
1538,Naḥman bar Ada,Naḥman bar Ada,1,Megillah 2:1.3,,
1539,Rebbi Isaac bar Abba from Mehasia,R' Yitzḥak bar Abba from Mehasia,1,Megillah 2:2.6,,
1540,Rav Ḥama bar Uqba,Rav Ḥama bar Ukva,1,Megillah 2:4.6,,
1541,Rabbi Ḥanania,Rabbi Ḥanania,1,Megillah 2:5.2,,
1542,Rebbi Samuel bar Ḥalaph,R' Shmuel bar Ḥalaph,1,Megillah 3:1.3,,
1543,Levi bar Paṭi,Levi bar Pati,1,Megillah 3:7.2,,
1544,Bar Abuna,Bar Abuna,1,Megillah 3:7.2,,
1545,Rebbi Ḥanania the son of Rav Hoshaia,R' Ḥanania the son of Rav Hoshaya,1,Megillah 3:7.3,,
1546,Rebbi Ḥiyya the son of Rebbi Ada from Jaffa,R' Ḥiyya the son of R' Ada from Jaffa,1,Megillah 3:7.4,,
1547,Rebbi Giddul,R' Giddul,1,Megillah 3:7.6,,
1548,Rebbi Ḥananiah ben Pazi,R' Ḥananiah ben Pazi,1,Megillah 4:3.4,,
1549,"Rebbi Abba, the son of Rebbi Ḥiyya bar Abba","R' Abba, the son of R' Ḥiyya bar Abba",1,Megillah 4:5.2,,
1550,Jehudah bar Tammuza,Yehudah bar Tammuza,1,Megillah 4:5.3,,
1551,Rebbi Ḥinena bar Andreas,R' Ḥinena bar Andreas,1,Megillah 4:5.3,,
1552,Rebbi Zakkai from Kabul,R' Zakkai from Kabul,1,Megillah 4:5.3,,
1553,Rebbi Yose ben Bevai,R' Yose ben Bevai,1,Megillah 4:9.2,,
1554,Bar Yashita,Bar Yashita,1,Megillah 4:10.5,,
1555,Ḥanania bar Shelemia,Ḥanania bar Shelemia,1,Megillah 4:11.3,,
1556,Bar Tabari,Bar Tabari,1,Megillah 4:12.3,,
1557,Joḥanan ben Dahavai,Yoḥanan ben Dahavai,1,Chagigah 1:1.10,,
1558,Rebbi Tanhum bar Ilai,R' Tanhum bar Ilai,1,Chagigah 1:3.2,,
1559,Rebbi Joḥanan the brother of Rav Safra,R' Yoḥanan the brother of Rav Safra,1,Chagigah 1:6.2,,
1560,Rebbi Yudan ben Rebbi Simeon,R' Yudan ben R' Shimon,1,Chagigah 1:8.11,,
1561,Rebbi Simeon ben Nethanael,R' Shimon ben Nethanael,1,Chagigah 2:1.7,,
1562,Rabban Joḥana ben Zakkai,Rabban Joḥana ben Zakkai,1,Chagigah 2:1.9,,
1563,Joshua ben Perahia,Yehoshua ben Perahia,1,Chagigah 2:2.1,,
1564,Joḥanan ben Gudgada,Yoḥanan ben Gudgada,1,Chagigah 2:7.1,,
1565,the brother of Rebbi Hoshaia,the brother of R' Hoshaya,1,Chagigah 2:7.2,,
1566,Rebbi Yose ben Rebbi Zamina,R' Yose ben R' Zamina,1,Chagigah 3:2.4,,
1567,Rebbi Yose bar Zamina,R' Yose bar Zamina,1,Chagigah 3:2.5,,
1568,Rebbi Shiloh from Kefar,R' Shiloh from Kefar,1,Chagigah 3:8.5,,
1569,Bar Meqatia,Bar Meqatia,1,Moed Katan 1:2.3,,
1570,Samuel bar Ḥanina,Shmuel bar Ḥanina,1,Moed Katan 1:8.3,,
1571,Rebbi Ḥalaphta bar Shaul,R' Ḥalafta bar Shaul,1,Moed Katan 1:9.2,,
1572,Rebbi Phineas ben Rebbi Zakkai,R' Pinḥas ben R' Zakkai,1,Moed Katan 2:1.4,,
1573,Ben Elasa,Ben Elasa,1,Moed Katan 3:1.5,,
1574,Bar Pata,Bar Pata,1,Moed Katan 3:1.11,,
1575,Rebbi Ḥiyya ben Rebbi Isaac from Atoshia,R' Ḥiyya ben R' Yitzḥak from Atoshia,1,Moed Katan 3:1.13,,
1576,Rebbi Nathan bar Abba,R' Natan bar Abba,1,Moed Katan 3:1.16,,
1577,Rebbi Abba bar Nathan,R' Abba bar Natan,1,Moed Katan 3:4.4,,
1578,Rebbi Isaac from Aṭoshia,R' Yitzḥak from Atoshia,1,Moed Katan 3:5.3,,
1579,Rav Ḥiyya ben Rebbi Isaac from Aṭoshia,Rav Ḥiyya ben R' Yitzḥak from Atoshia,1,Moed Katan 3:5.3,,
1580,Rebbi Judah the Patriarch,R' Yehudah the Patriarch,1,Moed Katan 3:5.14,,
1581,Rabbi Idi of Caesarea,Rabbi Idi of Caesarea,1,Moed Katan 3:5.16,,
1582,Rebbi Eudaimon bar Tobi,R' Avdimi bar Tobi,1,Moed Katan 3:5.16,,
1583,father of Rav Hoshaya,father of Rav Hoshaya,1,Moed Katan 3:5.17,,
1584,the brother of Rebbi Mana,the brother of R' Mana,1,Moed Katan 3:5.21,,
1585,Bar Nehemiah,Bar Nehemiah,1,Moed Katan 3:5.27,,
1586,Rebbi Mattun,R' Mattun,1,Moed Katan 3:7.5,,
1587,Yehoyakim ben Josia the King,Yehoyakim ben Josia the King,1,Moed Katan 3:7.11,,
1588,Rav Mattana,Rav Mattana,1,Moed Katan 3:7.14,,
1589,Yose ben Manisha,Yose ben Manisha,1,Moed Katan 3:7.14,,
1590,Rebbi Ḥiyya the son of Rebbi Ada from Yafo,R' Ḥiyya the son of R' Ada from Yafo,1,Moed Katan 3:7.14,,
1591,The son of Tira,The son of Tira,1,Moed Katan 3:7.18,,
1592,Rebbi Eudaimon bar Tanḥum,R' Avdimi bar Tanḥum,1,Moed Katan 3:8.8,,
1593,Rebbi Tanḥum bar Illai,R' Tanḥum bar Illai,1,Moed Katan 3:9.2,,
1594,Rebbi Ḥalaphta ben Rebbi Yose,R' Ḥalafta ben R' Yose,1,Yevamot 1:1.6,,
1595,Rebbi Eudaimon ben Rebbi Yose,R' Avdimi ben R' Yose,1,Yevamot 1:1.6,,
1596,Rebbi Benjamin ben Gidal,R' Binyamin ben Gidal,1,Yevamot 1:1.10,,
1597,Rabba bar Zabda,Rabba bar Zabda,1,Yevamot 1:6.2,,
1598,Dosa ben Hyrkanos,Dosa ben Hyrkanos,1,Yevamot 1:6.5,,
1599,ben Hyrkanos,ben Hyrkanos,1,Yevamot 1:6.5,,
1600,the son of Hamedata,the son of Hamedata,1,Yevamot 2:6.3,,
1601,Rebbi Sineon ben Ioḥai,R' Sineon ben Yoḥai,1,Yevamot 2:6.4,,
1602,Rebbi Yose bar Abba,R' Yose bar Abba,1,Yevamot 2:8.2,,
1603,Rebbi Ḥiyya ben Rebbi Sabbatai,R' Ḥiyya ben R' Sabbatai,1,Yevamot 2:12.2,,
1604,R. Ḥiyya bar Abba,R' Ḥiyya bar Abba,1,Yevamot 4:1.6,,
1605,Rebbi Abba bar Natan,R' Abba bar Natan,1,Yevamot 4:1.6,,
1606,Rebbi Natan,R' Natan,1,Yevamot 4:1.6,,
1607,Rebbi Gedula,R' Gedula,1,Yevamot 4:11.6,,
1608,Rebbi Me‘ir,R' Me‘ir,1,Yevamot 4:11.6,,
1609,Rebbi Samuel ben Inaya,R' Shmuel ben Inaya,1,Yevamot 4:11.7,,
1610,Rebbi Yudan the son of Rebbi Ismael,R' Yudan the son of R' Yishmael,1,Yevamot 4:12.5,,
1611,Rebbi Simeon ben Azai,R' Shimon ben Azai,1,Yevamot 4:15.1,,
1612,Rebbi Simeon from Timna,R' Shimon from Timna,1,Yevamot 4:15.4,,
1613,Joshua ben Gamla,Yehoshua ben Gamla,1,Yevamot 6:4.1,,
1614,Rebbi Tiufa,R' Tiufa,1,Yevamot 8:1.2,,
1615,Rebbi Mathias,R' Mathias,1,Yevamot 8:1.5,,
1616,Rebbi Yannay ben Rebbi Ismael,R' Yannay ben R' Yishmael,1,Yevamot 8:1.11,,
1617,Rebbi Ismael ben Rebbi Joḥanan ben Beroqa,R' Yishmael ben R' Yoḥanan ben Beroqa,1,Yevamot 8:2.2,,
1618,Rebbi Ismael ben Rebbi Joḥanan,R' Yishmael ben R' Yoḥanan,1,Yevamot 8:2.2,,
1619,Rebbi Yudan ben Ḥanin,R' Yudan ben Ḥanin,1,Yevamot 8:2.2,,
1620,Rebbi Aḥai bar Pappaios,R' Aḥai bar Pappaios,1,Yevamot 8:2.3,,
1621,Rebbi Romanus,R' Romanus,1,Yevamot 8:2.12,,
1622,Ben Megisa,Ben Megisa,1,Yevamot 8:4.1,,
1623,Rebbi Iniah,R' Iniah,1,Yevamot 8:5.3,,
1624,Rebbi Niḥa bar Rebbi Sava,R' Niḥa bar R' Sava,1,Yevamot 8:6.4,,
1625,Ben Shamua,Ben Shamua,1,Yevamot 8:6.5,,
1626,Rebbi Leontes,R' Leontes,1,Yevamot 9:8.2,,
1627,Simeon ben Yosina,Shimon ben Yosina,1,Yevamot 10:1.10,,
1628,Rav Ḥanin,Rav Ḥanin,1,Yevamot 11:2.6,,
1629,"Rebbi Simeon, the son of Rebbi Ayvo","R' Shimon, the son of R' Ayvo",1,Yevamot 11:2.6,,
1630,Rebbi Ashian bar Yaqim,R' Ashian bar Yaqim,1,Yevamot 11:7.3,,
1631,Rebbi Abba bar Isaac,R' Abba bar Yitzḥak,1,Yevamot 12:1.11,,
1632,Rabbi Zeriqa,Rabbi Zerika,1,Yevamot 12:1.16,,
1633,Rebbi Hyrkanos,R' Hyrkanos,1,Yevamot 12:6.1,,
1634,Rebbi Aḥa bar Ḥinena,R' Aḥa bar Ḥinena,1,Yevamot 13:2.8,,
1635,Rebbi Nissa,R' Nissa,1,Yevamot 13:2.9,,
1636,Rebbi Joḥanban,R' Joḥanban,1,Yevamot 13:7.3,,
1637,Rebbi Nehemiah bar Mar Uqban,R' Nehemiah bar Mar Ukban,1,Yevamot 14:1.5,,
1638,Rebbi Joḥanan ben Gudgada,R' Yoḥanan ben Gudgada,1,Yevamot 14:2.1,,
1639,Rebbi Abba bar Rebbi Zemina,R' Abba bar R' Zemina,1,Yevamot 16:2.3,,
1640,Rav Pappai,Rav Pappai,1,Yevamot 16:3.5,,
1641,Rebbi Joshua from Suknin,R' Yehoshua from Suknin,1,Yevamot 16:3.5,,
